node_code;node_type;wlan_code;x(m);y(m);z(m);central_freq (GHz);channel_bonding_model;primary_channel;min_channel_allowed;max_channel_allowed;tx_power(dBm);cca(dBm);traffic_model;traffic_load[pkt/s];pkt_size[bit];num_pkt_agg;capture_eff_mode;capture_eff_thr;constant_PER;PIFS_activated;CW_adaptation;CW;CW_stage
AP_A;0;A;20;20;0;5.25;4;7;0;7;15.0;-82.0;1;4166.5;12000;64;0;10;0.0;1;1;16;5
STA_A1;1;A;22.5583;19.6271;0;5.25;4;7;0;7;15.0;-82.0;1;4166.5;12000;64;0;10;0.0;1;1;16;5
AP_B;0;B;21.689;32.0789;0;5.25;4;0;0;7;15.0;-82.0;1;13392.86434377596;12000;64;0;10;0.0;1;1;16;5
STA_B1;1;B;19.2475;35.2833;0;5.25;4;0;0;7;15.0;-82.0;1;13392.86434377596;12000;64;0;10;0.0;1;1;16;5
AP_C;0;C;5.9527;34.646;0;5.25;0;3;3;3;15.0;-82.0;1;8368.44247889605;12000;64;0;10;0.0;1;1;16;5
STA_C1;1;C;8.6939;37.5136;0;5.25;0;3;3;3;15.0;-82.0;1;8368.44247889605;12000;64;0;10;0.0;1;1;16;5
AP_D;0;D;30.2355;3.0265;0;5.25;0;7;4;7;15.0;-82.0;1;11566.346398046655;12000;64;0;10;0.0;1;1;16;5
STA_D1;1;D;33.834;-0.1472;0;5.25;0;7;4;7;15.0;-82.0;1;11566.346398046655;12000;64;0;10;0.0;1;1;16;5
AP_E;0;E;2.3369;4.6232;0;5.25;0;0;0;0;15.0;-82.0;1;10406.073419712508;12000;64;0;10;0.0;1;1;16;5
STA_E1;1;E;6.1619;7.5333;0;5.25;0;0;0;0;15.0;-82.0;1;10406.073419712508;12000;64;0;10;0.0;1;1;16;5
AP_F;0;F;21.3581;7.87;0;5.25;0;7;4;7;15.0;-82.0;1;13703.951193777919;12000;64;0;10;0.0;1;1;16;5
STA_F1;1;F;19.1053;9.82;0;5.25;0;7;4;7;15.0;-82.0;1;13703.951193777919;12000;64;0;10;0.0;1;1;16;5
AP_G;0;G;31.5671;15.4296;0;5.25;0;1;0;7;15.0;-82.0;1;13230.500525189886;12000;64;0;10;0.0;1;1;16;5
STA_G1;1;G;33.135;18.563;0;5.25;0;1;0;7;15.0;-82.0;1;13230.500525189886;12000;64;0;10;0.0;1;1;16;5
AP_H;0;H;30.1162;39.5291;0;5.25;0;2;2;2;15.0;-82.0;1;6230.214035394634;12000;64;0;10;0.0;1;1;16;5
STA_H1;1;H;33.6045;43.0165;0;5.25;0;2;2;2;15.0;-82.0;1;6230.214035394634;12000;64;0;10;0.0;1;1;16;5
AP_I;0;I;39.9884;32.4558;0;5.25;0;7;7;7;15.0;-82.0;1;8004.806581656044;12000;64;0;10;0.0;1;1;16;5
STA_I1;1;I;38.5047;30.2553;0;5.25;0;7;7;7;15.0;-82.0;1;8004.806581656044;12000;64;0;10;0.0;1;1;16;5
AP_J;0;J;7.8121;22.8074;0;5.25;0;3;3;3;15.0;-82.0;1;7507.143739703792;12000;64;0;10;0.0;1;1;16;5
STA_J1;1;J;5.5785;23.8592;0;5.25;0;3;3;3;15.0;-82.0;1;7507.143739703792;12000;64;0;10;0.0;1;1;16;5
