node_code;node_type;wlan_code;x(m);y(m);z(m);central_freq (GHz);channel_bonding_model;primary_channel;min_channel_allowed;max_channel_allowed;tx_power(dBm);cca(dBm);traffic_model;traffic_load[pkt/s];pkt_size[bit];num_pkt_agg;capture_eff_mode;capture_eff_thr;constant_PER;PIFS_activated;CW_adaptation;CW;CW_stage
AP_A;0;A;20;20;0;5.25;4;2;0;7;15.0;-82.0;1;8333.0;12000;64;0;10;0.0;1;1;16;5
STA_A1;1;A;17.7454;23.8312;0;5.25;4;2;0;7;15.0;-82.0;1;8333.0;12000;64;0;10;0.0;1;1;16;5
AP_B;0;B;4.2107;10.7238;0;5.25;4;1;0;1;15.0;-82.0;1;10931.227468856734;12000;64;0;10;0.0;1;1;16;5
STA_B1;1;B;2.7524;7.3423;0;5.25;4;1;0;1;15.0;-82.0;1;10931.227468856734;12000;64;0;10;0.0;1;1;16;5
AP_C;0;C;33.8331;18.0598;0;5.25;4;5;4;5;15.0;-82.0;1;6672.044691938867;12000;64;0;10;0.0;1;1;16;5
STA_C1;1;C;37.8556;17.0713;0;5.25;4;5;4;5;15.0;-82.0;1;6672.044691938867;12000;64;0;10;0.0;1;1;16;5
AP_D;0;D;32.7177;36.403;0;5.25;0;1;0;3;15.0;-82.0;1;14450.597999895454;12000;64;0;10;0.0;1;1;16;5
STA_D1;1;D;35.1115;39.1264;0;5.25;0;1;0;3;15.0;-82.0;1;14450.597999895454;12000;64;0;10;0.0;1;1;16;5
AP_E;0;E;36.7605;8.2628;0;5.25;0;3;2;3;15.0;-82.0;1;12248.929014268824;12000;64;0;10;0.0;1;1;16;5
STA_E1;1;E;37.4868;3.6361;0;5.25;0;3;2;3;15.0;-82.0;1;12248.929014268824;12000;64;0;10;0.0;1;1;16;5
AP_F;0;F;8.6622;20.0481;0;5.25;0;0;0;7;15.0;-82.0;1;9691.47068736114;12000;64;0;10;0.0;1;1;16;5
STA_F1;1;F;8.3214;21.6319;0;5.25;0;0;0;7;15.0;-82.0;1;9691.47068736114;12000;64;0;10;0.0;1;1;16;5
AP_G;0;G;0.2349;26.395;0;5.25;4;5;4;5;15.0;-82.0;1;10490.628143381775;12000;64;0;10;0.0;1;1;16;5
STA_G1;1;G;3.4199;29.7949;0;5.25;4;5;4;5;15.0;-82.0;1;10490.628143381775;12000;64;0;10;0.0;1;1;16;5
AP_H;0;H;27.3528;3.7963;0;5.25;4;7;4;7;15.0;-82.0;1;14907.181909231631;12000;64;0;10;0.0;1;1;16;5
STA_H1;1;H;30.3278;5.568;0;5.25;4;7;4;7;15.0;-82.0;1;14907.181909231631;12000;64;0;10;0.0;1;1;16;5
AP_I;0;I;23.0427;33.2436;0;5.25;4;7;6;7;15.0;-82.0;1;10094.054994144954;12000;64;0;10;0.0;1;1;16;5
STA_I1;1;I;20.9577;36.0376;0;5.25;4;7;6;7;15.0;-82.0;1;10094.054994144954;12000;64;0;10;0.0;1;1;16;5
AP_J;0;J;16.1878;4.001;0;5.25;4;4;4;7;15.0;-82.0;1;9244.352755389038;12000;64;0;10;0.0;1;1;16;5
STA_J1;1;J;20.566;2.7757;0;5.25;4;4;4;7;15.0;-82.0;1;9244.352755389038;12000;64;0;10;0.0;1;1;16;5
