node_code;node_type;wlan_code;x(m);y(m);z(m);central_freq (GHz);channel_bonding_model;primary_channel;min_channel_allowed;max_channel_allowed;tx_power(dBm);cca(dBm);traffic_model;traffic_load[pkt/s];pkt_size[bit];num_pkt_agg;capture_eff_mode;capture_eff_thr;constant_PER;PIFS_activated;CW_adaptation;CW;CW_stage
AP_A;0;A;20;20;0;5.25;4;3;0;7;15.0;-82.0;1;16666.0;12000;64;0;10;0.0;1;1;16;5
STA_A1;1;A;22.239;15.8348;0;5.25;4;3;0;7;15.0;-82.0;1;16666.0;12000;64;0;10;0.0;1;1;16;5
AP_B;0;B;36.334;36.5366;0;5.25;0;7;0;7;15.0;-82.0;1;4191.987245396395;12000;64;0;10;0.0;1;1;16;5
STA_B1;1;B;32.769;34.9249;0;5.25;0;7;0;7;15.0;-82.0;1;4191.987245396395;12000;64;0;10;0.0;1;1;16;5
AP_C;0;C;8.2307;8.5786;0;5.25;0;4;4;4;15.0;-82.0;1;10225.27840383581;12000;64;0;10;0.0;1;1;16;5
STA_C1;1;C;10.6569;9.1918;0;5.25;0;4;4;4;15.0;-82.0;1;10225.27840383581;12000;64;0;10;0.0;1;1;16;5
AP_D;0;D;24.0423;39.9012;0;5.25;0;6;6;6;15.0;-82.0;1;9965.228399916665;12000;64;0;10;0.0;1;1;16;5
STA_D1;1;D;22.2218;41.3129;0;5.25;0;6;6;6;15.0;-82.0;1;9965.228399916665;12000;64;0;10;0.0;1;1;16;5
AP_E;0;E;9.4649;19.6502;0;5.25;4;7;0;7;15.0;-82.0;1;16524.08428281338;12000;64;0;10;0.0;1;1;16;5
STA_E1;1;E;8.4209;21.8413;0;5.25;4;7;0;7;15.0;-82.0;1;16524.08428281338;12000;64;0;10;0.0;1;1;16;5
AP_F;0;F;21.2596;9.7674;0;5.25;4;2;2;2;15.0;-82.0;1;11290.10717682952;12000;64;0;10;0.0;1;1;16;5
STA_F1;1;F;16.3947;8.6461;0;5.25;4;2;2;2;15.0;-82.0;1;11290.10717682952;12000;64;0;10;0.0;1;1;16;5
AP_G;0;G;27.2941;27.8357;0;5.25;4;4;4;4;15.0;-82.0;1;10391.305545969284;12000;64;0;10;0.0;1;1;16;5
STA_G1;1;G;31.1211;30.6502;0;5.25;4;4;4;4;15.0;-82.0;1;10391.305545969284;12000;64;0;10;0.0;1;1;16;5
AP_H;0;H;39.9381;18.2501;0;5.25;4;6;6;6;15.0;-82.0;1;9995.422644366725;12000;64;0;10;0.0;1;1;16;5
STA_H1;1;H;40.5664;22.139;0;5.25;4;6;6;6;15.0;-82.0;1;9995.422644366725;12000;64;0;10;0.0;1;1;16;5
AP_I;0;I;31.3958;6.4428;0;5.25;4;2;2;3;15.0;-82.0;1;7563.104187815861;12000;64;0;10;0.0;1;1;16;5
STA_I1;1;I;32.4774;4.5985;0;5.25;4;2;2;3;15.0;-82.0;1;7563.104187815861;12000;64;0;10;0.0;1;1;16;5
AP_J;0;J;8.9331;32.9787;0;5.25;4;4;4;4;15.0;-82.0;1;7331.062208498264;12000;64;0;10;0.0;1;1;16;5
STA_J1;1;J;11.3414;35.2402;0;5.25;4;4;4;4;15.0;-82.0;1;7331.062208498264;12000;64;0;10;0.0;1;1;16;5
