node_code;node_type;wlan_code;x(m);y(m);z(m);central_freq (GHz);channel_bonding_model;primary_channel;min_channel_allowed;max_channel_allowed;tx_power(dBm);cca(dBm);traffic_model;traffic_load[pkt/s];pkt_size[bit];num_pkt_agg;capture_eff_mode;capture_eff_thr;constant_PER;PIFS_activated;CW_adaptation;CW;CW_stage
AP_A;0;A;20;20;0;5.25;4;3;0;7;15.0;-82.0;1;4166.5;12000;64;0;10;0.0;1;1;16;5
STA_A1;1;A;16.4673;22.0709;0;5.25;4;3;0;7;15.0;-82.0;1;4166.5;12000;64;0;10;0.0;1;1;16;5
AP_B;0;B;1.2956;2.2616;0;5.25;0;0;0;7;15.0;-82.0;1;16560.69740087366;12000;64;0;10;0.0;1;1;16;5
STA_B1;1;B;-0.7126;-1.3442;0;5.25;0;0;0;7;15.0;-82.0;1;16560.69740087366;12000;64;0;10;0.0;1;1;16;5
AP_C;0;C;3.0004;37.4305;0;5.25;0;3;0;3;15.0;-82.0;1;15115.13756892222;12000;64;0;10;0.0;1;1;16;5
STA_C1;1;C;4.3996;39.6489;0;5.25;0;3;0;3;15.0;-82.0;1;15115.13756892222;12000;64;0;10;0.0;1;1;16;5
AP_D;0;D;17.9246;3.2656;0;5.25;0;0;0;7;15.0;-82.0;1;11780.495757622282;12000;64;0;10;0.0;1;1;16;5
STA_D1;1;D;21.9097;2.169;0;5.25;0;0;0;7;15.0;-82.0;1;11780.495757622282;12000;64;0;10;0.0;1;1;16;5
AP_E;0;E;30.2217;23.5725;0;5.25;0;6;4;7;15.0;-82.0;1;4454.072049664932;12000;64;0;10;0.0;1;1;16;5
STA_E1;1;E;33.9358;25.103;0;5.25;0;6;4;7;15.0;-82.0;1;4454.072049664932;12000;64;0;10;0.0;1;1;16;5
AP_F;0;F;24.5778;10.944;0;5.25;4;4;4;5;15.0;-82.0;1;6246.422773073411;12000;64;0;10;0.0;1;1;16;5
STA_F1;1;F;22.0051;14.5474;0;5.25;4;4;4;5;15.0;-82.0;1;6246.422773073411;12000;64;0;10;0.0;1;1;16;5
AP_G;0;G;3.9343;26.5586;0;5.25;0;7;4;7;15.0;-82.0;1;9039.400271821589;12000;64;0;10;0.0;1;1;16;5
STA_G1;1;G;3.4904;23.6126;0;5.25;0;7;4;7;15.0;-82.0;1;9039.400271821589;12000;64;0;10;0.0;1;1;16;5
AP_H;0;H;29.5184;39.1078;0;5.25;0;1;0;1;15.0;-82.0;1;7898.926146414745;12000;64;0;10;0.0;1;1;16;5
STA_H1;1;H;25.5065;41.2113;0;5.25;0;1;0;1;15.0;-82.0;1;7898.926146414745;12000;64;0;10;0.0;1;1;16;5
AP_I;0;I;38.9402;7.8362;0;5.25;0;3;0;3;15.0;-82.0;1;7857.1896362642665;12000;64;0;10;0.0;1;1;16;5
STA_I1;1;I;43.1786;6.9858;0;5.25;0;3;0;3;15.0;-82.0;1;7857.1896362642665;12000;64;0;10;0.0;1;1;16;5
AP_J;0;J;17.7376;31.9189;0;5.25;4;6;0;7;15.0;-82.0;1;6929.3610141297095;12000;64;0;10;0.0;1;1;16;5
STA_J1;1;J;18.7071;30.6865;0;5.25;4;6;0;7;15.0;-82.0;1;6929.3610141297095;12000;64;0;10;0.0;1;1;16;5
