node_code;node_type;wlan_code;x(m);y(m);z(m);central_freq (GHz);channel_bonding_model;primary_channel;min_channel_allowed;max_channel_allowed;tx_power(dBm);cca(dBm);traffic_model;traffic_load[pkt/s];pkt_size[bit];num_pkt_agg;capture_eff_mode;capture_eff_thr;constant_PER;PIFS_activated;CW_adaptation;CW;CW_stage
AP_A;0;A;20;20;0;5.25;4;0;0;7;15.0;-82.0;1;4166.5;12000;64;0;10;0.0;1;1;16;5
STA_A1;1;A;17.4403;23.2133;0;5.25;4;0;0;7;15.0;-82.0;1;4166.5;12000;64;0;10;0.0;1;1;16;5
AP_B;0;B;0.7835;37.0746;0;5.25;0;0;0;3;15.0;-82.0;1;7678.634053772314;12000;64;0;10;0.0;1;1;16;5
STA_B1;1;B;-0.4861;35.0944;0;5.25;0;0;0;3;15.0;-82.0;1;7678.634053772314;12000;64;0;10;0.0;1;1;16;5
AP_C;0;C;39.1491;23.6806;0;5.25;0;6;6;6;15.0;-82.0;1;4611.007251361441;12000;64;0;10;0.0;1;1;16;5
STA_C1;1;C;36.5558;20.1677;0;5.25;0;6;6;6;15.0;-82.0;1;4611.007251361441;12000;64;0;10;0.0;1;1;16;5
AP_D;0;D;14.6747;6.7803;0;5.25;0;3;3;3;15.0;-82.0;1;11473.384531807198;12000;64;0;10;0.0;1;1;16;5
STA_D1;1;D;12.3802;6.3249;0;5.25;0;3;3;3;15.0;-82.0;1;11473.384531807198;12000;64;0;10;0.0;1;1;16;5
AP_E;0;E;1.4732;3.1393;0;5.25;0;7;6;7;15.0;-82.0;1;4579.881913078527;12000;64;0;10;0.0;1;1;16;5
STA_E1;1;E;-1.4558;5.1949;0;5.25;0;7;6;7;15.0;-82.0;1;4579.881913078527;12000;64;0;10;0.0;1;1;16;5
AP_F;0;F;34.3439;39.6349;0;5.25;4;2;0;7;15.0;-82.0;1;9612.651207516361;12000;64;0;10;0.0;1;1;16;5
STA_F1;1;F;30.1678;42.2013;0;5.25;4;2;0;7;15.0;-82.0;1;9612.651207516361;12000;64;0;10;0.0;1;1;16;5
AP_G;0;G;19.3359;31.5395;0;5.25;0;1;0;7;15.0;-82.0;1;11391.064720176539;12000;64;0;10;0.0;1;1;16;5
STA_G1;1;G;15.4956;32.2804;0;5.25;0;1;0;7;15.0;-82.0;1;11391.064720176539;12000;64;0;10;0.0;1;1;16;5
AP_H;0;H;32.4026;10.0941;0;5.25;0;4;0;7;15.0;-82.0;1;15627.475921278243;12000;64;0;10;0.0;1;1;16;5
STA_H1;1;H;28.9228;12.9401;0;5.25;0;4;0;7;15.0;-82.0;1;15627.475921278243;12000;64;0;10;0.0;1;1;16;5
AP_I;0;I;4.0952;20.1595;0;5.25;4;0;0;3;15.0;-82.0;1;14975.465820460446;12000;64;0;10;0.0;1;1;16;5
STA_I1;1;I;6.8266;19.5389;0;5.25;4;0;0;3;15.0;-82.0;1;14975.465820460446;12000;64;0;10;0.0;1;1;16;5
AP_J;0;J;25.8337;1.9675;0;5.25;4;4;4;7;15.0;-82.0;1;12155.644362199357;12000;64;0;10;0.0;1;1;16;5
STA_J1;1;J;28.3439;5.6344;0;5.25;4;4;4;7;15.0;-82.0;1;12155.644362199357;12000;64;0;10;0.0;1;1;16;5
