node_code;node_type;wlan_code;x(m);y(m);z(m);central_freq (GHz);channel_bonding_model;primary_channel;min_channel_allowed;max_channel_allowed;tx_power(dBm);cca(dBm);traffic_model;traffic_load[pkt/s];pkt_size[bit];num_pkt_agg;capture_eff_mode;capture_eff_thr;constant_PER;PIFS_activated;CW_adaptation;CW;CW_stage
AP_A;0;A;3.8218;19.01;0;5.25;4;1;1;1;14.0;-82.0;1;12499.5;12000;64;0;10;0.0;1;1;16;5
STA_A1;1;A;3.2339;22.8082;0;5.25;4;1;1;1;14.0;-82.0;1;12499.5;12000;64;0;10;0.0;1;1;16;5
AP_B;0;B;18.6122;3.2807;0;5.25;4;4;4;4;14.0;-82.0;1;1666.6;12000;64;0;10;0.0;1;1;16;5
STA_B1;1;B;19.3316;4.272;0;5.25;4;4;4;4;14.0;-82.0;1;1666.6;12000;64;0;10;0.0;1;1;16;5
AP_C;0;C;5.5927;8.5013;0;5.25;4;0;0;7;14.0;-82.0;1;12499.5;12000;64;0;10;0.0;1;1;16;5
STA_C1;1;C;4.5323;12.684;0;5.25;4;0;0;7;14.0;-82.0;1;12499.5;12000;64;0;10;0.0;1;1;16;5
AP_D;0;D;15.0149;8.4438;0;5.25;4;4;4;4;14.0;-82.0;1;1666.6;12000;64;0;10;0.0;1;1;16;5
STA_D1;1;D;11.6428;6.6057;0;5.25;4;4;4;4;14.0;-82.0;1;1666.6;12000;64;0;10;0.0;1;1;16;5
AP_E;0;E;0.2656;9.9695;0;5.25;4;5;5;5;14.0;-82.0;1;4166.5;12000;64;0;10;0.0;1;1;16;5
STA_E1;1;E;-2.5636;7.1684;0;5.25;4;5;5;5;14.0;-82.0;1;4166.5;12000;64;0;10;0.0;1;1;16;5
AP_F;0;F;6.8783;1.6603;0;5.25;4;2;2;2;14.0;-82.0;1;4166.5;12000;64;0;10;0.0;1;1;16;5
STA_F1;1;F;4.556;3.3308;0;5.25;4;2;2;2;14.0;-82.0;1;4166.5;12000;64;0;10;0.0;1;1;16;5
