node_code;node_type;wlan_code;x(m);y(m);z(m);central_freq (GHz);channel_bonding_model;primary_channel;min_channel_allowed;max_channel_allowed;tx_power(dBm);cca(dBm);traffic_model;traffic_load[pkt/s];pkt_size[bit];num_pkt_agg;capture_eff_mode;capture_eff_thr;constant_PER;PIFS_activated;CW_adaptation;CW;CW_stage
AP_A;0;A;20;20;0;5.25;4;7;0;7;15.0;-82.0;1;8333.0;12000;64;0;10;0.0;1;1;16;5
STA_A1;1;A;16.19;18.7476;0;5.25;4;7;0;7;15.0;-82.0;1;8333.0;12000;64;0;10;0.0;1;1;16;5
AP_B;0;B;15.0462;9.2854;0;5.25;0;1;1;1;15.0;-82.0;1;7320.48868378071;12000;64;0;10;0.0;1;1;16;5
STA_B1;1;B;11.0877;9.0101;0;5.25;0;1;1;1;15.0;-82.0;1;7320.48868378071;12000;64;0;10;0.0;1;1;16;5
AP_C;0;C;38.8327;31.7769;0;5.25;4;6;6;6;15.0;-82.0;1;1954.518163822377;12000;64;0;10;0.0;1;1;16;5
STA_C1;1;C;43.4052;32.1513;0;5.25;4;6;6;6;15.0;-82.0;1;1954.518163822377;12000;64;0;10;0.0;1;1;16;5
AP_D;0;D;28.7596;3.5599;0;5.25;0;4;4;4;15.0;-82.0;1;7754.23418538877;12000;64;0;10;0.0;1;1;16;5
STA_D1;1;D;30.9318;-0.2846;0;5.25;0;4;4;4;15.0;-82.0;1;7754.23418538877;12000;64;0;10;0.0;1;1;16;5
AP_E;0;E;10.5851;38.6065;0;5.25;4;6;6;6;15.0;-82.0;1;1042.3830879681075;12000;64;0;10;0.0;1;1;16;5
STA_E1;1;E;14.2961;41.2805;0;5.25;4;6;6;6;15.0;-82.0;1;1042.3830879681075;12000;64;0;10;0.0;1;1;16;5
AP_F;0;F;4.6031;15.9509;0;5.25;4;4;0;7;15.0;-82.0;1;1674.910500963244;12000;64;0;10;0.0;1;1;16;5
STA_F1;1;F;6.3546;12.4002;0;5.25;4;4;0;7;15.0;-82.0;1;1674.910500963244;12000;64;0;10;0.0;1;1;16;5
AP_G;0;G;21.6088;37.3958;0;5.25;4;7;6;7;15.0;-82.0;1;3295.290474947747;12000;64;0;10;0.0;1;1;16;5
STA_G1;1;G;23.2436;34.2116;0;5.25;4;7;6;7;15.0;-82.0;1;3295.290474947747;12000;64;0;10;0.0;1;1;16;5
AP_H;0;H;6.4279;0.5826;0;5.25;0;2;0;7;15.0;-82.0;1;9152.9805758484;12000;64;0;10;0.0;1;1;16;5
STA_H1;1;H;10.82;-1.3375;0;5.25;0;2;0;7;15.0;-82.0;1;9152.9805758484;12000;64;0;10;0.0;1;1;16;5
AP_I;0;I;35.2948;11.6149;0;5.25;4;0;0;0;15.0;-82.0;1;10124.01102327464;12000;64;0;10;0.0;1;1;16;5
STA_I1;1;I;35.329;14.2602;0;5.25;4;0;0;0;15.0;-82.0;1;10124.01102327464;12000;64;0;10;0.0;1;1;16;5
AP_J;0;J;28.128;28.5924;0;5.25;0;4;4;7;15.0;-82.0;1;6095.487416552865;12000;64;0;10;0.0;1;1;16;5
STA_J1;1;J;24.8384;26.9126;0;5.25;0;4;4;7;15.0;-82.0;1;6095.487416552865;12000;64;0;10;0.0;1;1;16;5
