node_code;node_type;wlan_code;x(m);y(m);z(m);central_freq (GHz);channel_bonding_model;primary_channel;min_channel_allowed;max_channel_allowed;tx_power(dBm);cca(dBm);traffic_model;traffic_load[pkt/s];pkt_size[bit];num_pkt_agg;capture_eff_mode;capture_eff_thr;constant_PER;PIFS_activated;CW_adaptation;CW;CW_stage
AP_A;0;A;20;20;0;5.25;4;3;0;7;15.0;-82.0;1;83.33;12000;64;0;10;0.0;1;1;16;5
STA_A1;1;A;20.4184;17.9787;0;5.25;4;3;0;7;15.0;-82.0;1;83.33;12000;64;0;10;0.0;1;1;16;5
AP_B;0;B;12.5132;36.0653;0;5.25;0;6;0;7;15.0;-82.0;1;16083.61726315506;12000;64;0;10;0.0;1;1;16;5
STA_B1;1;B;9.158;39.4164;0;5.25;0;6;0;7;15.0;-82.0;1;16083.61726315506;12000;64;0;10;0.0;1;1;16;5
AP_C;0;C;24.6652;4.7119;0;5.25;0;4;0;7;15.0;-82.0;1;4263.8989275864815;12000;64;0;10;0.0;1;1;16;5
STA_C1;1;C;21.3499;6.8623;0;5.25;0;4;0;7;15.0;-82.0;1;4263.8989275864815;12000;64;0;10;0.0;1;1;16;5
AP_D;0;D;0.3028;39.1124;0;5.25;4;7;4;7;15.0;-82.0;1;13197.591399804067;12000;64;0;10;0.0;1;1;16;5
STA_D1;1;D;-3.4196;40.6191;0;5.25;4;7;4;7;15.0;-82.0;1;13197.591399804067;12000;64;0;10;0.0;1;1;16;5
AP_E;0;E;31.7794;30.8192;0;5.25;0;1;0;7;15.0;-82.0;1;14588.59749304279;12000;64;0;10;0.0;1;1;16;5
STA_E1;1;E;30.5617;34.656;0;5.25;0;1;0;7;15.0;-82.0;1;14588.59749304279;12000;64;0;10;0.0;1;1;16;5
AP_F;0;F;26.7561;39.6473;0;5.25;0;0;0;0;15.0;-82.0;1;13199.008427337552;12000;64;0;10;0.0;1;1;16;5
STA_F1;1;F;29.3978;36.0959;0;5.25;0;0;0;0;15.0;-82.0;1;13199.008427337552;12000;64;0;10;0.0;1;1;16;5
AP_G;0;G;1.9781;24.5433;0;5.25;0;0;0;3;15.0;-82.0;1;8476.825773619516;12000;64;0;10;0.0;1;1;16;5
STA_G1;1;G;1.9141;27.1707;0;5.25;0;0;0;3;15.0;-82.0;1;8476.825773619516;12000;64;0;10;0.0;1;1;16;5
AP_H;0;H;38.15;3.9261;0;5.25;4;3;2;3;15.0;-82.0;1;15595.329403886526;12000;64;0;10;0.0;1;1;16;5
STA_H1;1;H;41.5246;2.0996;0;5.25;4;3;2;3;15.0;-82.0;1;15595.329403886526;12000;64;0;10;0.0;1;1;16;5
AP_I;0;I;11.8875;11.4055;0;5.25;4;7;4;7;15.0;-82.0;1;11890.010228236604;12000;64;0;10;0.0;1;1;16;5
STA_I1;1;I;12.0468;7.1983;0;5.25;4;7;4;7;15.0;-82.0;1;11890.010228236604;12000;64;0;10;0.0;1;1;16;5
AP_J;0;J;35.1757;17.3238;0;5.25;0;4;4;4;15.0;-82.0;1;8305.602639027311;12000;64;0;10;0.0;1;1;16;5
STA_J1;1;J;32.4559;19.5439;0;5.25;0;4;4;4;15.0;-82.0;1;8305.602639027311;12000;64;0;10;0.0;1;1;16;5
