node_code;node_type;wlan_code;x(m);y(m);z(m);central_freq (GHz);channel_bonding_model;primary_channel;min_channel_allowed;max_channel_allowed;tx_power(dBm);cca(dBm);traffic_model;traffic_load[pkt/s];pkt_size[bit];num_pkt_agg;capture_eff_mode;capture_eff_thr;constant_PER;PIFS_activated;CW_adaptation;CW;CW_stage
AP_A;0;A;20;20;0;5.25;4;1;0;7;15.0;-82.0;1;83.33;12000;64;0;10;0.0;1;1;16;5
STA_A1;1;A;17.6083;18.7335;0;5.25;4;1;0;7;15.0;-82.0;1;83.33;12000;64;0;10;0.0;1;1;16;5
AP_B;0;B;12.4632;13.3067;0;5.25;0;5;0;7;15.0;-82.0;1;2320.830497948862;12000;64;0;10;0.0;1;1;16;5
STA_B1;1;B;16.3569;16.2461;0;5.25;0;5;0;7;15.0;-82.0;1;2320.830497948862;12000;64;0;10;0.0;1;1;16;5
AP_C;0;C;28.666;39.6377;0;5.25;0;7;4;7;15.0;-82.0;1;6415.569751821474;12000;64;0;10;0.0;1;1;16;5
STA_C1;1;C;26.1764;39.0464;0;5.25;0;7;4;7;15.0;-82.0;1;6415.569751821474;12000;64;0;10;0.0;1;1;16;5
AP_D;0;D;22.0253;9.5356;0;5.25;4;2;0;3;15.0;-82.0;1;14587.944976947181;12000;64;0;10;0.0;1;1;16;5
STA_D1;1;D;18.8185;7.7384;0;5.25;4;2;0;3;15.0;-82.0;1;14587.944976947181;12000;64;0;10;0.0;1;1;16;5
AP_E;0;E;4.1862;4.7688;0;5.25;4;2;2;2;15.0;-82.0;1;3316.5399894754037;12000;64;0;10;0.0;1;1;16;5
STA_E1;1;E;6.4057;1.8508;0;5.25;4;2;2;2;15.0;-82.0;1;3316.5399894754037;12000;64;0;10;0.0;1;1;16;5
AP_F;0;F;33.2513;19.4608;0;5.25;4;0;0;3;15.0;-82.0;1;5670.745911831976;12000;64;0;10;0.0;1;1;16;5
STA_F1;1;F;30.7132;20.5464;0;5.25;4;0;0;3;15.0;-82.0;1;5670.745911831976;12000;64;0;10;0.0;1;1;16;5
AP_G;0;G;3.2305;39.9775;0;5.25;4;3;3;3;15.0;-82.0;1;12858.722444790268;12000;64;0;10;0.0;1;1;16;5
STA_G1;1;G;4.5249;35.1485;0;5.25;4;3;3;3;15.0;-82.0;1;12858.722444790268;12000;64;0;10;0.0;1;1;16;5
AP_H;0;H;11.5329;34.2766;0;5.25;0;7;4;7;15.0;-82.0;1;15627.40337086772;12000;64;0;10;0.0;1;1;16;5
STA_H1;1;H;10.2047;31.6621;0;5.25;0;7;4;7;15.0;-82.0;1;15627.40337086772;12000;64;0;10;0.0;1;1;16;5
AP_I;0;I;1.7698;26.9568;0;5.25;0;1;0;7;15.0;-82.0;1;10853.641301683978;12000;64;0;10;0.0;1;1;16;5
STA_I1;1;I;1.0846;29.4266;0;5.25;0;1;0;7;15.0;-82.0;1;10853.641301683978;12000;64;0;10;0.0;1;1;16;5
AP_J;0;J;35.0145;7.3563;0;5.25;0;0;0;1;15.0;-82.0;1;3407.32792726947;12000;64;0;10;0.0;1;1;16;5
STA_J1;1;J;37.6535;4.7607;0;5.25;0;0;0;1;15.0;-82.0;1;3407.32792726947;12000;64;0;10;0.0;1;1;16;5
