node_code;node_type;wlan_code;x(m);y(m);z(m);central_freq (GHz);channel_bonding_model;primary_channel;min_channel_allowed;max_channel_allowed;tx_power(dBm);cca(dBm);traffic_model;traffic_load[pkt/s];pkt_size[bit];num_pkt_agg;capture_eff_mode;capture_eff_thr;constant_PER;PIFS_activated;CW_adaptation;CW;CW_stage
AP_A;0;A;20;20;0;5.25;4;1;0;7;15.0;-82.0;1;833.3;12000;64;0;10;0.0;1;1;16;5
STA_A1;1;A;20.6574;24.1433;0;5.25;4;1;0;7;15.0;-82.0;1;833.3;12000;64;0;10;0.0;1;1;16;5
AP_B;0;B;16.8391;35.4618;0;5.25;0;2;2;3;15.0;-82.0;1;2334.3259909805424;12000;64;0;10;0.0;1;1;16;5
STA_B1;1;B;15.2935;39.3659;0;5.25;0;2;2;3;15.0;-82.0;1;2334.3259909805424;12000;64;0;10;0.0;1;1;16;5
AP_C;0;C;3.1854;24.7328;0;5.25;4;0;0;1;15.0;-82.0;1;2619.627580966525;12000;64;0;10;0.0;1;1;16;5
STA_C1;1;C;4.6794;27.3789;0;5.25;4;0;0;1;15.0;-82.0;1;2619.627580966525;12000;64;0;10;0.0;1;1;16;5
AP_D;0;D;14.4226;7.1982;0;5.25;4;0;0;7;15.0;-82.0;1;11438.371480076801;12000;64;0;10;0.0;1;1;16;5
STA_D1;1;D;16.7748;4.6322;0;5.25;4;0;0;7;15.0;-82.0;1;11438.371480076801;12000;64;0;10;0.0;1;1;16;5
AP_E;0;E;29.76;16.6792;0;5.25;4;6;6;6;15.0;-82.0;1;10699.368885674221;12000;64;0;10;0.0;1;1;16;5
STA_E1;1;E;33.2332;13.9498;0;5.25;4;6;6;6;15.0;-82.0;1;10699.368885674221;12000;64;0;10;0.0;1;1;16;5
AP_F;0;F;24.4266;0.1133;0;5.25;0;0;0;3;15.0;-82.0;1;12738.573436077466;12000;64;0;10;0.0;1;1;16;5
STA_F1;1;F;26.6721;-2.8521;0;5.25;0;0;0;3;15.0;-82.0;1;12738.573436077466;12000;64;0;10;0.0;1;1;16;5
AP_G;0;G;4.8596;10.9306;0;5.25;4;2;2;3;15.0;-82.0;1;8850.02823635194;12000;64;0;10;0.0;1;1;16;5
STA_G1;1;G;8.7861;10.5237;0;5.25;4;2;2;3;15.0;-82.0;1;8850.02823635194;12000;64;0;10;0.0;1;1;16;5
AP_H;0;H;39.9262;20.3117;0;5.25;0;3;2;3;15.0;-82.0;1;5659.348776202923;12000;64;0;10;0.0;1;1;16;5
STA_H1;1;H;35.5096;22.4117;0;5.25;0;3;2;3;15.0;-82.0;1;5659.348776202923;12000;64;0;10;0.0;1;1;16;5
AP_I;0;I;38.1756;35.3819;0;5.25;4;0;0;3;15.0;-82.0;1;9397.397059490682;12000;64;0;10;0.0;1;1;16;5
STA_I1;1;I;36.6823;32.6945;0;5.25;4;0;0;3;15.0;-82.0;1;9397.397059490682;12000;64;0;10;0.0;1;1;16;5
AP_J;0;J;4.1123;35.696;0;5.25;4;0;0;7;15.0;-82.0;1;12393.216607036515;12000;64;0;10;0.0;1;1;16;5
STA_J1;1;J;-0.2971;37.5992;0;5.25;4;0;0;7;15.0;-82.0;1;12393.216607036515;12000;64;0;10;0.0;1;1;16;5
