node_code;node_type;wlan_code;x(m);y(m);z(m);central_freq (GHz);channel_bonding_model;primary_channel;min_channel_allowed;max_channel_allowed;tx_power(dBm);cca(dBm);traffic_model;traffic_load[pkt/s];pkt_size[bit];num_pkt_agg;capture_eff_mode;capture_eff_thr;constant_PER;PIFS_activated;CW_adaptation;CW;CW_stage
AP_A;0;A;20;20;0;5.25;4;1;0;7;15.0;-82.0;1;8333.0;12000;64;0;10;0.0;1;1;16;5
STA_A1;1;A;22.7636;22.4835;0;5.25;4;1;0;7;15.0;-82.0;1;8333.0;12000;64;0;10;0.0;1;1;16;5
AP_B;0;B;28.6826;6.4606;0;5.25;0;0;0;0;15.0;-82.0;1;9419.888436065383;12000;64;0;10;0.0;1;1;16;5
STA_B1;1;B;32.9877;7.6558;0;5.25;0;0;0;0;15.0;-82.0;1;9419.888436065383;12000;64;0;10;0.0;1;1;16;5
AP_C;0;C;32.0036;20.7218;0;5.25;4;4;0;7;15.0;-82.0;1;5994.210488021367;12000;64;0;10;0.0;1;1;16;5
STA_C1;1;C;31.9992;24.9898;0;5.25;4;4;0;7;15.0;-82.0;1;5994.210488021367;12000;64;0;10;0.0;1;1;16;5
AP_D;0;D;18.8565;31.2363;0;5.25;0;0;0;0;15.0;-82.0;1;5823.725173691695;12000;64;0;10;0.0;1;1;16;5
STA_D1;1;D;20.8601;32.8127;0;5.25;0;0;0;0;15.0;-82.0;1;5823.725173691695;12000;64;0;10;0.0;1;1;16;5
AP_E;0;E;8.5286;19.5556;0;5.25;0;4;4;7;15.0;-82.0;1;13978.948193669123;12000;64;0;10;0.0;1;1;16;5
STA_E1;1;E;4.6005;20.9173;0;5.25;0;4;4;7;15.0;-82.0;1;13978.948193669123;12000;64;0;10;0.0;1;1;16;5
AP_F;0;F;14.0471;6.2753;0;5.25;4;1;1;1;15.0;-82.0;1;13087.541805775272;12000;64;0;10;0.0;1;1;16;5
STA_F1;1;F;15.8229;3.9978;0;5.25;4;1;1;1;15.0;-82.0;1;13087.541805775272;12000;64;0;10;0.0;1;1;16;5
AP_G;0;G;0.7579;26.9521;0;5.25;0;5;0;7;15.0;-82.0;1;13748.000101195908;12000;64;0;10;0.0;1;1;16;5
STA_G1;1;G;-1.809;26.0089;0;5.25;0;5;0;7;15.0;-82.0;1;13748.000101195908;12000;64;0;10;0.0;1;1;16;5
AP_H;0;H;39.6585;8.8434;0;5.25;4;5;5;5;15.0;-82.0;1;917.0678975971656;12000;64;0;10;0.0;1;1;16;5
STA_H1;1;H;35.4103;8.3622;0;5.25;4;5;5;5;15.0;-82.0;1;917.0678975971656;12000;64;0;10;0.0;1;1;16;5
AP_I;0;I;39.3805;34.4055;0;5.25;0;6;0;7;15.0;-82.0;1;13606.937350478496;12000;64;0;10;0.0;1;1;16;5
STA_I1;1;I;41.9661;36.8535;0;5.25;0;6;0;7;15.0;-82.0;1;13606.937350478496;12000;64;0;10;0.0;1;1;16;5
AP_J;0;J;0.1408;13.0455;0;5.25;4;7;6;7;15.0;-82.0;1;8264.773784607696;12000;64;0;10;0.0;1;1;16;5
STA_J1;1;J;2.978;9.5884;0;5.25;4;7;6;7;15.0;-82.0;1;8264.773784607696;12000;64;0;10;0.0;1;1;16;5
