node_code;node_type;wlan_code;x(m);y(m);z(m);central_freq (GHz);channel_bonding_model;primary_channel;min_channel_allowed;max_channel_allowed;tx_power(dBm);cca(dBm);traffic_model;traffic_load[pkt/s];pkt_size[bit];num_pkt_agg;capture_eff_mode;capture_eff_thr;constant_PER;PIFS_activated;CW_adaptation;CW;CW_stage
AP_A;0;A;20;20;0;5.25;4;2;0;7;15.0;-82.0;1;16666.0;12000;64;0;10;0.0;1;1;16;5
STA_A1;1;A;22.6016;22.7659;0;5.25;4;2;0;7;15.0;-82.0;1;16666.0;12000;64;0;10;0.0;1;1;16;5
AP_B;0;B;37.8082;32.0855;0;5.25;0;6;0;7;15.0;-82.0;1;6305.025468845278;12000;64;0;10;0.0;1;1;16;5
STA_B1;1;B;36.4369;31.7983;0;5.25;0;6;0;7;15.0;-82.0;1;6305.025468845278;12000;64;0;10;0.0;1;1;16;5
AP_C;0;C;5.463;17.9539;0;5.25;4;4;0;7;15.0;-82.0;1;5770.236960692278;12000;64;0;10;0.0;1;1;16;5
STA_C1;1;C;4.1536;16.3305;0;5.25;4;4;0;7;15.0;-82.0;1;5770.236960692278;12000;64;0;10;0.0;1;1;16;5
AP_D;0;D;33.9155;11.1811;0;5.25;0;6;6;7;15.0;-82.0;1;10716.196058669982;12000;64;0;10;0.0;1;1;16;5
STA_D1;1;D;33.1257;7.5495;0;5.25;0;6;6;7;15.0;-82.0;1;10716.196058669982;12000;64;0;10;0.0;1;1;16;5
AP_E;0;E;17.855;3.0693;0;5.25;4;0;0;7;15.0;-82.0;1;3148.842233622555;12000;64;0;10;0.0;1;1;16;5
STA_E1;1;E;15.024;5.7543;0;5.25;4;0;0;7;15.0;-82.0;1;3148.842233622555;12000;64;0;10;0.0;1;1;16;5
AP_F;0;F;23.7178;38.0165;0;5.25;0;3;2;3;15.0;-82.0;1;8789.710807530875;12000;64;0;10;0.0;1;1;16;5
STA_F1;1;F;20.9417;39.7956;0;5.25;0;3;2;3;15.0;-82.0;1;8789.710807530875;12000;64;0;10;0.0;1;1;16;5
AP_G;0;G;30.2916;21.2392;0;5.25;0;4;4;5;15.0;-82.0;1;6848.730951598253;12000;64;0;10;0.0;1;1;16;5
STA_G1;1;G;26.2781;19.7835;0;5.25;0;4;4;5;15.0;-82.0;1;6848.730951598253;12000;64;0;10;0.0;1;1;16;5
AP_H;0;H;3.6748;33.2593;0;5.25;4;1;1;1;15.0;-82.0;1;8205.184951620431;12000;64;0;10;0.0;1;1;16;5
STA_H1;1;H;1.3452;37.3429;0;5.25;4;1;1;1;15.0;-82.0;1;8205.184951620431;12000;64;0;10;0.0;1;1;16;5
AP_I;0;I;35.09;0.8856;0;5.25;0;7;4;7;15.0;-82.0;1;14223.539466430044;12000;64;0;10;0.0;1;1;16;5
STA_I1;1;I;32.764;5.0982;0;5.25;0;7;4;7;15.0;-82.0;1;14223.539466430044;12000;64;0;10;0.0;1;1;16;5
AP_J;0;J;0.6241;0.5061;0;5.25;0;1;0;7;15.0;-82.0;1;4880.313844128339;12000;64;0;10;0.0;1;1;16;5
STA_J1;1;J;-3.1307;1.6315;0;5.25;0;1;0;7;15.0;-82.0;1;4880.313844128339;12000;64;0;10;0.0;1;1;16;5
