node_code;node_type;wlan_code;x(m);y(m);z(m);central_freq (GHz);channel_bonding_model;primary_channel;min_channel_allowed;max_channel_allowed;tx_power(dBm);cca(dBm);traffic_model;traffic_load[pkt/s];pkt_size[bit];num_pkt_agg;capture_eff_mode;capture_eff_thr;constant_PER;PIFS_activated;CW_adaptation;CW;CW_stage
AP_A;0;A;20;20;0;5.25;4;5;0;7;15.0;-82.0;1;8333.0;12000;64;0;10;0.0;1;1;16;5
STA_A1;1;A;22.0395;20.3657;0;5.25;4;5;0;7;15.0;-82.0;1;8333.0;12000;64;0;10;0.0;1;1;16;5
AP_B;0;B;21.4433;2.3655;0;5.25;0;5;5;5;15.0;-82.0;1;13024.582410981917;12000;64;0;10;0.0;1;1;16;5
STA_B1;1;B;21.8976;-1.8616;0;5.25;0;5;5;5;15.0;-82.0;1;13024.582410981917;12000;64;0;10;0.0;1;1;16;5
AP_C;0;C;8.1475;11.9202;0;5.25;4;7;6;7;15.0;-82.0;1;5789.609446108862;12000;64;0;10;0.0;1;1;16;5
STA_C1;1;C;5.7497;14.8387;0;5.25;4;7;6;7;15.0;-82.0;1;5789.609446108862;12000;64;0;10;0.0;1;1;16;5
AP_D;0;D;38.2028;6.3425;0;5.25;0;2;0;7;15.0;-82.0;1;10301.68210011061;12000;64;0;10;0.0;1;1;16;5
STA_D1;1;D;40.5597;10.461;0;5.25;0;2;0;7;15.0;-82.0;1;10301.68210011061;12000;64;0;10;0.0;1;1;16;5
AP_E;0;E;5.3474;31.4798;0;5.25;0;5;0;7;15.0;-82.0;1;1699.588515098413;12000;64;0;10;0.0;1;1;16;5
STA_E1;1;E;7.8923;33.9015;0;5.25;0;5;0;7;15.0;-82.0;1;1699.588515098413;12000;64;0;10;0.0;1;1;16;5
AP_F;0;F;28.7899;25.3972;0;5.25;4;4;4;7;15.0;-82.0;1;15956.84701642519;12000;64;0;10;0.0;1;1;16;5
STA_F1;1;F;26.9589;28.097;0;5.25;4;4;4;7;15.0;-82.0;1;15956.84701642519;12000;64;0;10;0.0;1;1;16;5
AP_G;0;G;31.4377;14.3025;0;5.25;4;1;0;7;15.0;-82.0;1;1626.078289871037;12000;64;0;10;0.0;1;1;16;5
STA_G1;1;G;35.2161;12.311;0;5.25;4;1;0;7;15.0;-82.0;1;1626.078289871037;12000;64;0;10;0.0;1;1;16;5
AP_H;0;H;27.6033;37.943;0;5.25;4;6;6;6;15.0;-82.0;1;15149.90393951488;12000;64;0;10;0.0;1;1;16;5
STA_H1;1;H;25.3932;33.8541;0;5.25;4;6;6;6;15.0;-82.0;1;15149.90393951488;12000;64;0;10;0.0;1;1;16;5
AP_I;0;I;9.186;0.8792;0;5.25;0;0;0;7;15.0;-82.0;1;11341.385282441197;12000;64;0;10;0.0;1;1;16;5
STA_I1;1;I;12.7723;1.7791;0;5.25;0;0;0;7;15.0;-82.0;1;11341.385282441197;12000;64;0;10;0.0;1;1;16;5
AP_J;0;J;38.3171;30.0036;0;5.25;4;4;4;5;15.0;-82.0;1;6854.653886637955;12000;64;0;10;0.0;1;1;16;5
STA_J1;1;J;42.1639;29.9735;0;5.25;4;4;4;5;15.0;-82.0;1;6854.653886637955;12000;64;0;10;0.0;1;1;16;5
