node_code;node_type;wlan_code;x(m);y(m);z(m);central_freq (GHz);channel_bonding_model;primary_channel;min_channel_allowed;max_channel_allowed;tx_power(dBm);cca(dBm);traffic_model;traffic_load[pkt/s];pkt_size[bit];num_pkt_agg;capture_eff_mode;capture_eff_thr;constant_PER;PIFS_activated;CW_adaptation;CW;CW_stage
AP_A;0;A;20;20;0;5.25;4;1;0;7;15.0;-82.0;1;4166.5;12000;64;0;10;0.0;1;1;16;5
STA_A1;1;A;23.1089;23.7737;0;5.25;4;1;0;7;15.0;-82.0;1;4166.5;12000;64;0;10;0.0;1;1;16;5
AP_B;0;B;8.5379;6.7322;0;5.25;0;4;4;4;15.0;-82.0;1;12966.38123795147;12000;64;0;10;0.0;1;1;16;5
STA_B1;1;B;5.4416;7.8615;0;5.25;0;4;4;4;15.0;-82.0;1;12966.38123795147;12000;64;0;10;0.0;1;1;16;5
AP_C;0;C;27.9053;13.7101;0;5.25;4;1;0;1;15.0;-82.0;1;14456.652412689495;12000;64;0;10;0.0;1;1;16;5
STA_C1;1;C;30.9198;16.9551;0;5.25;4;1;0;1;15.0;-82.0;1;14456.652412689495;12000;64;0;10;0.0;1;1;16;5
AP_D;0;D;5.6405;37.2922;0;5.25;4;0;0;3;15.0;-82.0;1;12155.901790180304;12000;64;0;10;0.0;1;1;16;5
STA_D1;1;D;3.6016;40.1106;0;5.25;4;0;0;3;15.0;-82.0;1;12155.901790180304;12000;64;0;10;0.0;1;1;16;5
AP_E;0;E;26.5779;36.0472;0;5.25;0;4;4;5;15.0;-82.0;1;13425.081847465142;12000;64;0;10;0.0;1;1;16;5
STA_E1;1;E;31.015;34.4434;0;5.25;0;4;4;5;15.0;-82.0;1;13425.081847465142;12000;64;0;10;0.0;1;1;16;5
AP_F;0;F;7.023;22.4003;0;5.25;0;0;0;7;15.0;-82.0;1;15879.12006968065;12000;64;0;10;0.0;1;1;16;5
STA_F1;1;F;3.7544;24.3001;0;5.25;0;0;0;7;15.0;-82.0;1;15879.12006968065;12000;64;0;10;0.0;1;1;16;5
AP_G;0;G;38.5007;2.9502;0;5.25;4;0;0;3;15.0;-82.0;1;7470.586533863912;12000;64;0;10;0.0;1;1;16;5
STA_G1;1;G;38.6997;-1.715;0;5.25;4;0;0;3;15.0;-82.0;1;7470.586533863912;12000;64;0;10;0.0;1;1;16;5
AP_H;0;H;39.3065;17.982;0;5.25;4;2;0;7;15.0;-82.0;1;10279.151015196638;12000;64;0;10;0.0;1;1;16;5
STA_H1;1;H;35.0757;17.9943;0;5.25;4;2;0;7;15.0;-82.0;1;10279.151015196638;12000;64;0;10;0.0;1;1;16;5
AP_I;0;I;37.0564;35.6349;0;5.25;4;0;0;1;15.0;-82.0;1;16563.37095241701;12000;64;0;10;0.0;1;1;16;5
STA_I1;1;I;38.1695;33.3031;0;5.25;4;0;0;1;15.0;-82.0;1;16563.37095241701;12000;64;0;10;0.0;1;1;16;5
AP_J;0;J;17.6833;1.9373;0;5.25;0;1;0;3;15.0;-82.0;1;4591.63711489326;12000;64;0;10;0.0;1;1;16;5
STA_J1;1;J;16.7648;2.461;0;5.25;0;1;0;3;15.0;-82.0;1;4591.63711489326;12000;64;0;10;0.0;1;1;16;5
