5.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.84;3.84;0.00;1.54;0.00;3.07;5.38;0.00;0.00;0.00;0.00;1.54;0.00;6.91;0.77;0.00;0.00;0.00;0.00;0.00;0.00;3.84;2.30;0.00;6.14;1.54;0.77;0.00;0.00;0.00;0.00;0.00;0.00;5.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.06;0.00;0.00;0.00;0.77;0.00;0.00;0.00;14.59;0.77;0.77;0.00;0.77;0.00;0.00;0.00;0.00;0.77;0.00;2.30;1.54;6.91;0.00;6.91;8.45;3.84;0.00;0.00;0.00;3.84;1.54;0.00;3.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.38;0.00;0.00;0.00;0.00;3.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.29;2.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.38;0.00;0.00;0.00;0.00;0.00;2.30;3.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.54;7.68;0.00;0.00;0.00;0.00;0.00;0.00;3.07;0.00;0.00;0.00;0.77;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.77;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.54;3.07;0.00;0.77;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.14;5.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
33.79;29.18;25.34;35.33;32.26;32.26;44.54;43.78;34.56;34.56;35.33;39.17;30.72;39.17;39.94;29.18;34.56;39.17;34.56;42.24;36.10;25.34;37.63;29.95;31.49;31.49;38.40;39.17;38.40;36.10;39.94;27.65;33.02;31.49;31.49;34.56;39.94;34.56;29.95;37.63;29.95;24.58;35.33;26.11;26.88;28.42;27.65;38.40;31.49;34.56;45.31;33.02;33.79;36.10;24.58;23.04;26.11;39.17;30.72;35.33;23.81;36.86;35.33;38.40;36.86;27.65;37.63;27.65;23.81;39.94;33.79;29.95;33.02;36.86;43.78;46.08;33.79;29.18;39.94;39.17;34.56;26.88;25.34;29.95;29.95;33.02;34.56;33.02;38.40;36.10;33.79;32.26;34.56;40.70;35.33;39.94;33.02;35.33;33.02;34.56;35.33;26.88;39.94;42.24;30.72;33.79;31.49;31.49;33.02;37.63;35.33;37.63;33.79;36.86;29.18;38.40;45.31;34.56;38.40;29.18;19.20;34.56;27.65;35.33;28.42;35.33;29.95;37.63;29.18;33.02;31.49;40.70;43.78;39.94;28.42;35.33;33.02;29.95;43.01;34.56;26.88;30.72;29.95;37.63;36.86;32.26;23.81;29.18;36.86;34.56;33.02;33.02;33.79;30.72;37.63;39.17;36.10;27.65;43.78;42.24;41.47;36.86;38.40;31.49;29.18;32.26;40.70;34.56;33.79;35.33;33.02;35.33;47.62;36.10;37.63;32.26;43.78;36.86;39.94;35.33;33.02;37.63;39.17;36.86;33.79;36.10;42.24;37.63;38.40;29.95;32.26;28.42;27.65;39.94;35.33;24.58;36.10;36.10;37.63;30.72;32.26;41.47;41.47;32.26;36.10;36.86;29.18;34.56;37.63;23.81;35.33;19.97;35.33;26.11;36.10;34.56;29.18;36.86;30.72;43.01;39.17;33.02;36.86;37.63;39.17;29.18;33.02;30.72;39.17;41.47;37.63;32.26;36.86;32.26;34.56;34.56;29.18;42.24;32.26;32.26;26.88;39.94;41.47;37.63;28.42;29.18;35.33;42.24;30.72;
21.50;18.43;13.06;24.58;19.97;23.04;13.06;29.18;20.74;27.65;17.66;17.66;14.59;19.20;18.43;19.97;23.04;17.66;19.20;14.59;22.27;10.75;20.74;16.90;20.74;19.97;20.74;25.34;18.43;19.20;25.34;16.13;17.66;21.50;18.43;19.20;17.66;13.82;25.34;14.59;15.36;23.81;23.04;6.91;16.90;4.61;22.27;19.20;19.97;20.74;18.43;19.20;23.04;16.13;27.65;18.43;16.13;24.58;26.88;22.27;21.50;18.43;15.36;18.43;16.90;21.50;18.43;30.72;21.50;12.29;9.22;0.77;16.90;21.50;22.27;22.27;16.13;20.74;17.66;22.27;26.88;15.36;13.82;14.59;20.74;19.20;16.13;23.04;16.90;15.36;13.06;16.90;13.82;19.20;26.11;13.82;19.97;13.06;20.74;19.97;26.11;15.36;1.54;4.61;27.65;19.97;13.82;19.97;19.97;16.90;22.27;13.82;25.34;16.90;13.82;14.59;14.59;16.13;19.97;26.11;9.22;22.27;3.07;3.84;15.36;22.27;14.59;21.50;16.90;9.22;19.97;22.27;17.66;23.81;27.65;13.06;20.74;21.50;13.82;23.81;22.27;29.18;16.13;16.90;0.00;3.07;17.66;17.66;19.20;18.43;19.20;23.81;20.74;15.36;19.20;22.27;10.75;13.06;16.13;16.90;16.90;19.97;1.54;19.97;21.50;6.14;16.90;25.34;23.81;18.43;24.58;20.74;20.74;23.81;19.20;15.36;21.50;24.58;19.20;27.65;15.36;19.20;19.97;19.97;16.13;17.66;25.34;18.43;18.43;14.59;10.75;19.97;24.58;18.43;23.81;23.04;13.06;5.38;0.77;13.06;25.34;20.74;26.11;23.81;17.66;24.58;10.75;18.43;23.04;18.43;21.50;20.74;20.74;24.58;25.34;18.43;11.52;19.97;25.34;29.18;18.43;19.20;18.43;17.66;20.74;24.58;14.59;18.43;17.66;13.06;13.82;7.68;22.27;13.82;14.59;25.34;21.50;19.97;22.27;18.43;22.27;20.74;19.97;18.43;18.43;25.34;19.20;19.97;26.11;
109.82;112.13;111.36;110.59;109.06;109.82;112.90;111.36;110.59;111.36;111.36;111.36;112.90;111.36;110.59;110.59;106.75;110.59;108.29;113.66;112.90;112.90;110.59;109.82;109.82;110.59;111.36;112.90;111.36;112.13;109.82;111.36;112.13;122.11;108.29;110.59;112.90;111.36;112.13;111.36;111.36;110.59;111.36;112.90;108.29;109.82;109.82;109.06;112.13;106.75;112.90;112.90;112.90;112.90;112.90;111.36;111.36;110.59;112.13;111.36;115.20;112.13;111.36;111.36;111.36;112.90;111.36;111.36;112.90;111.36;110.59;112.13;112.13;111.36;112.13;108.29;112.90;110.59;111.36;111.36;112.90;113.66;112.90;112.13;109.82;111.36;112.90;110.59;112.13;112.90;112.90;111.36;108.29;109.82;110.59;106.75;112.90;112.13;111.36;111.36;110.59;111.36;111.36;110.59;112.90;110.59;111.36;112.13;110.59;111.36;111.36;112.13;112.90;109.82;110.59;109.82;115.97;110.59;111.36;111.36;111.36;111.36;112.90;111.36;102.91;112.90;111.36;109.82;112.90;112.13;110.59;108.29;112.13;111.36;111.36;111.36;110.59;112.13;110.59;112.90;109.06;112.13;112.90;108.29;112.13;112.90;110.59;112.90;112.13;110.59;109.82;112.13;112.90;112.90;111.36;112.90;111.36;112.13;110.59;111.36;112.13;112.13;112.13;108.29;112.90;110.59;109.82;112.13;112.90;110.59;112.90;112.90;109.82;110.59;112.13;111.36;109.82;108.29;112.90;112.13;111.36;110.59;110.59;110.59;112.90;110.59;109.82;112.13;110.59;112.13;112.13;112.13;109.06;110.59;112.90;113.66;108.29;112.13;111.36;113.66;110.59;112.13;111.36;110.59;114.43;112.13;112.13;111.36;111.36;110.59;111.36;113.66;112.90;112.90;110.59;112.90;112.90;110.59;111.36;109.82;112.13;111.36;110.59;111.36;111.36;112.13;110.59;111.36;109.82;111.36;109.06;109.82;112.13;111.36;109.06;112.13;107.52;111.36;111.36;111.36;113.66;112.13;111.36;111.36;109.82;112.90;111.36;112.90;112.13;
0.00;0.00;0.00;0.00;9.22;4.61;0.77;0.00;1.54;0.00;0.00;9.22;15.36;4.61;4.61;7.68;5.38;0.00;0.00;3.84;15.36;1.54;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.30;0.00;7.68;0.00;12.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.07;0.00;0.00;0.00;0.00;6.91;0.00;0.00;0.00;0.00;11.52;6.14;0.00;0.00;4.61;0.77;0.00;0.00;0.00;0.00;9.22;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.30;3.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.68;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.14;1.54;18.43;10.75;0.00;0.00;0.00;0.00;8.45;0.00;0.00;0.00;0.00;0.00;0.00;1.54;9.98;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.07;16.90;0.00;7.68;3.84;0.00;0.00;0.00;0.00;4.61;7.68;8.45;13.82;9.22;0.00;1.54;5.38;0.00;9.98;0.00;0.00;0.00;0.00;0.00;0.77;0.00;0.00;4.61;6.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.77;0.00;0.00;0.00;0.00;19.97;0.00;0.00;3.07;14.59;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.14;9.22;6.91;6.14;0.00;0.00;1.54;0.00;0.00;2.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.38;16.13;4.61;0.00;0.00;0.00;0.00;0.00;0.00;2.30;6.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.38;12.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.54;0.00;0.00;0.00;0.00;0.00;0.00;8.45;
74.50;65.28;87.55;74.50;70.66;67.58;66.05;72.96;78.34;72.96;73.73;80.64;52.99;77.57;67.58;82.94;66.82;74.50;65.28;68.35;68.35;72.19;67.58;75.26;78.34;86.78;79.10;77.57;56.83;83.71;80.64;59.14;53.76;83.71;82.18;60.67;77.57;61.44;68.35;76.03;76.80;67.58;75.26;74.50;72.19;69.12;71.42;69.89;59.14;64.51;79.10;57.60;72.19;76.03;77.57;88.32;80.64;76.80;68.35;61.44;60.67;63.74;74.50;61.44;66.82;76.80;69.89;71.42;73.73;69.12;63.74;76.80;72.19;72.19;59.90;73.73;74.50;70.66;41.47;76.03;66.82;75.26;69.12;68.35;61.44;76.80;69.89;72.19;66.82;72.96;79.10;55.30;52.22;71.42;71.42;74.50;82.18;72.96;53.76;68.35;76.80;72.19;67.58;79.87;83.71;69.89;65.28;72.19;80.64;80.64;59.14;58.37;67.58;62.21;74.50;72.96;52.22;77.57;84.48;65.28;72.96;65.28;70.66;78.34;69.89;64.51;53.76;76.80;76.03;84.48;72.96;69.89;76.80;77.57;51.46;69.12;68.35;69.12;79.10;69.12;62.98;79.10;62.98;68.35;71.42;82.94;69.12;66.82;74.50;62.21;84.48;70.66;55.30;71.42;64.51;59.90;69.12;68.35;59.90;82.94;76.03;71.42;84.48;72.96;66.82;63.74;67.58;71.42;72.19;60.67;70.66;76.03;72.96;72.19;78.34;82.18;63.74;75.26;83.71;65.28;79.87;69.89;57.60;70.66;86.02;58.37;67.58;56.83;54.53;71.42;74.50;77.57;69.89;59.90;79.87;75.26;74.50;59.90;72.96;72.19;68.35;59.90;70.66;76.80;65.28;67.58;83.71;76.03;64.51;79.87;79.87;85.25;82.18;69.89;69.89;74.50;66.05;69.12;72.96;72.19;71.42;86.02;74.50;73.73;73.73;64.51;73.73;72.19;80.64;70.66;59.90;65.28;76.80;72.19;69.12;72.96;69.12;67.58;77.57;79.10;64.51;70.66;50.69;76.80;87.55;71.42;70.66;69.12;82.94;
9.22;19.97;6.91;18.43;9.22;14.59;9.22;62.21;26.88;13.06;4.61;3.07;14.59;5.38;92.16;66.05;50.69;66.82;82.94;16.90;52.99;36.10;38.40;41.47;38.40;65.28;66.05;70.66;16.90;57.60;99.84;82.18;26.11;23.04;33.79;50.69;29.95;46.85;89.09;106.75;53.76;43.78;92.93;61.44;56.06;84.48;82.18;52.99;21.50;21.50;41.47;93.70;65.28;63.74;43.78;82.18;66.05;45.31;0.00;0.00;0.00;68.35;85.25;36.86;77.57;19.20;29.18;87.55;54.53;18.43;95.23;79.10;81.41;21.50;52.22;106.75;49.92;38.40;33.02;26.11;26.11;79.87;59.14;96.00;83.71;101.38;97.54;49.15;112.90;62.21;43.01;80.64;72.19;112.13;84.48;45.31;87.55;111.36;82.18;72.19;68.35;76.80;46.08;46.08;97.54;75.26;86.02;62.21;41.47;44.54;74.50;37.63;52.22;40.70;78.34;99.07;113.66;87.55;65.28;39.17;18.43;77.57;99.84;79.87;30.72;89.09;52.22;66.05;82.94;86.78;70.66;64.51;36.10;28.42;85.25;63.74;67.58;83.71;109.06;39.17;51.46;76.03;28.42;77.57;62.21;61.44;90.62;52.99;39.94;61.44;77.57;104.45;103.68;76.03;72.19;65.28;112.90;79.87;79.87;49.15;47.62;108.29;46.08;66.82;67.58;88.32;92.16;66.82;62.98;36.10;67.58;102.14;18.43;65.28;71.42;109.06;102.14;51.46;43.78;0.00;0.00;0.00;18.43;96.77;67.58;45.31;3.07;69.89;99.07;41.47;109.06;103.68;112.90;54.53;91.39;81.41;79.10;102.91;93.70;89.09;74.50;111.36;62.21;78.34;38.40;24.58;80.64;112.90;52.22;105.22;12.29;96.00;106.75;59.14;82.94;77.57;113.66;80.64;2.30;66.82;63.74;43.01;61.44;48.38;56.83;73.73;57.60;105.98;74.50;99.07;37.63;82.94;94.46;113.66;68.35;112.90;92.16;29.95;64.51;77.57;56.83;46.08;49.15;62.21;20.74;76.03;72.19;60.67;6.14;
3.07;7.68;6.14;7.68;1.54;9.22;3.07;2.30;1.54;5.38;15.36;4.61;3.07;6.14;0.77;0.00;12.29;7.68;1.54;5.38;6.91;1.54;0.77;1.54;0.77;5.38;13.82;4.61;9.98;3.07;3.84;9.22;0.00;3.07;8.45;6.14;5.38;6.14;3.07;0.77;16.13;11.52;3.84;3.84;5.38;6.14;3.07;6.91;0.77;3.07;6.91;6.14;7.68;3.07;0.77;8.45;4.61;6.14;0.77;6.14;5.38;0.77;5.38;13.82;8.45;2.30;2.30;3.84;0.77;6.91;7.68;7.68;3.07;0.77;9.98;6.14;4.61;2.30;2.30;8.45;7.68;8.45;5.38;6.14;2.30;9.22;2.30;2.30;6.14;0.77;4.61;3.84;0.77;5.38;5.38;2.30;5.38;5.38;9.22;6.14;6.91;4.61;6.91;3.07;3.07;4.61;3.84;2.30;4.61;5.38;0.00;1.54;4.61;0.00;2.30;10.75;13.82;0.00;12.29;6.91;8.45;2.30;3.84;6.91;0.77;1.54;1.54;0.77;3.84;3.07;1.54;2.30;2.30;1.54;6.91;1.54;3.07;6.91;5.38;7.68;1.54;3.84;3.84;3.07;6.91;6.14;3.07;1.54;3.07;3.07;1.54;2.30;0.77;4.61;6.14;3.84;6.91;6.91;3.84;3.84;6.14;3.84;5.38;2.30;3.84;3.84;0.00;5.38;5.38;0.77;3.84;3.07;1.54;3.07;4.61;3.07;2.30;0.77;3.84;4.61;5.38;6.14;12.29;6.14;0.77;9.22;3.07;2.30;5.38;6.14;7.68;8.45;0.77;2.30;11.52;6.14;9.22;0.77;0.77;3.07;10.75;0.00;3.84;7.68;7.68;5.38;1.54;3.07;4.61;11.52;6.14;0.77;1.54;0.00;0.77;2.30;5.38;6.14;9.98;9.22;5.38;7.68;13.06;0.77;3.84;6.91;0.77;2.30;6.91;5.38;2.30;1.54;0.00;1.54;6.14;6.14;0.77;3.84;5.38;4.61;13.82;4.61;4.61;3.84;2.30;2.30;8.45;6.91;3.07;
79.87;79.10;72.96;76.03;46.08;59.90;80.64;83.71;79.10;89.09;85.25;75.26;78.34;79.87;75.26;77.57;82.18;77.57;87.55;77.57;72.96;80.64;94.46;64.51;72.96;82.18;76.80;69.89;80.64;81.41;81.41;80.64;81.41;79.87;70.66;58.37;79.87;77.57;78.34;75.26;89.09;85.25;79.10;72.96;71.42;78.34;73.73;74.50;82.94;80.64;72.19;80.64;78.34;76.80;81.41;75.26;73.73;50.69;76.03;85.25;81.41;72.96;76.80;75.26;75.26;76.80;74.50;76.03;79.10;71.42;87.55;76.03;78.34;90.62;78.34;72.96;70.66;74.50;72.96;83.71;75.26;76.03;76.80;68.35;82.18;75.26;71.42;81.41;76.80;84.48;72.19;71.42;86.78;81.41;76.80;69.89;78.34;78.34;69.89;81.41;75.26;72.19;81.41;69.89;67.58;71.42;76.80;99.84;105.98;78.34;83.71;75.26;72.96;77.57;77.57;74.50;79.10;76.03;77.57;80.64;76.03;78.34;79.10;69.12;75.26;81.41;83.71;81.41;82.18;86.02;77.57;78.34;78.34;78.34;80.64;71.42;78.34;80.64;75.26;76.80;67.58;87.55;78.34;80.64;69.12;94.46;74.50;75.26;99.07;81.41;76.03;92.16;75.26;89.09;82.18;91.39;84.48;80.64;81.41;76.80;95.23;66.82;81.41;84.48;69.89;78.34;79.87;76.03;84.48;79.10;75.26;78.34;70.66;80.64;76.80;70.66;85.25;76.03;69.12;70.66;76.80;77.57;74.50;76.03;76.03;83.71;86.02;72.96;75.26;66.82;79.10;69.12;78.34;74.50;89.86;78.34;80.64;74.50;83.71;78.34;75.26;76.80;76.03;76.80;72.96;72.19;86.78;78.34;86.02;78.34;83.71;77.57;78.34;69.12;77.57;72.19;91.39;87.55;87.55;79.10;82.94;84.48;77.57;69.12;70.66;87.55;65.28;64.51;82.18;86.02;85.25;76.80;84.48;66.82;76.80;79.10;72.19;66.05;77.57;75.26;85.25;72.96;75.26;106.75;78.34;82.18;82.94;88.32;75.26;
56.83;62.98;56.83;59.90;59.90;64.51;56.06;62.21;62.21;56.06;65.28;58.37;54.53;53.76;65.28;52.99;62.98;68.35;64.51;58.37;59.90;52.99;59.90;58.37;54.53;52.22;64.51;62.98;61.44;58.37;61.44;56.83;49.15;63.74;59.90;67.58;62.21;61.44;61.44;66.05;56.83;57.60;59.90;62.21;62.98;56.83;56.06;59.14;59.90;67.58;58.37;56.83;74.50;59.90;62.98;60.67;60.67;59.90;67.58;59.90;61.44;66.05;56.83;59.90;52.99;59.90;59.14;64.51;68.35;63.74;65.28;61.44;60.67;62.21;67.58;59.90;57.60;53.76;65.28;60.67;62.21;61.44;63.74;60.67;57.60;63.74;61.44;57.60;62.98;69.12;58.37;55.30;68.35;61.44;62.98;69.89;58.37;59.90;63.74;62.98;61.44;64.51;58.37;60.67;59.90;61.44;60.67;62.21;59.90;57.60;68.35;59.14;58.37;56.06;61.44;55.30;58.37;56.06;57.60;63.74;59.90;53.76;58.37;61.44;61.44;61.44;63.74;57.60;52.99;58.37;59.14;59.90;56.83;56.83;55.30;67.58;64.51;66.82;65.28;62.98;60.67;57.60;63.74;63.74;56.83;61.44;61.44;60.67;60.67;61.44;56.06;57.60;58.37;62.21;59.14;63.74;63.74;55.30;69.12;59.14;59.14;60.67;61.44;69.12;55.30;59.14;59.14;61.44;62.21;62.98;59.14;59.90;59.14;59.90;61.44;60.67;62.98;63.74;66.05;60.67;65.28;60.67;49.15;69.12;53.76;63.74;65.28;63.74;53.76;62.21;62.21;60.67;57.60;59.90;60.67;67.58;58.37;55.30;58.37;62.21;67.58;58.37;62.21;58.37;54.53;64.51;58.37;60.67;54.53;62.21;62.98;59.90;63.74;61.44;59.14;62.98;60.67;60.67;62.21;50.69;83.71;59.14;61.44;56.83;64.51;52.99;56.83;55.30;61.44;63.74;61.44;62.21;61.44;56.83;62.21;63.74;66.82;58.37;71.42;59.14;61.44;59.14;65.28;59.90;59.90;65.28;64.51;63.74;62.21;
