node_code,node_type,wlan_code,destination_id,x(m),y(m),z(m),primary_channel,min_channel_allowed,max_channel_allowed,Cwmin,Cwmax,tpc_min(dBm),tpc_default(dBm),tpc_max(dBm),cca_min(dBm),cca_default(dBm),cca_max(dBm),tx_antenna_gain,rx_antenna_gain,channel_bonding_model,modulation_default,central_freq (GHz),lambda
AP_A,0,A,-1,0.1,0.0,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_A1,1,A,-1,0.1,0.1,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_B,0,B,-1,0.2,0.0,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_B1,1,B,-1,0.2,0.1,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_C,0,C,-1,0.30000000000000004,0.0,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_C1,1,C,-1,0.30000000000000004,0.1,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_D,0,D,-1,0.4,0.0,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_D1,1,D,-1,0.4,0.1,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_E,0,E,-1,0.5,0.0,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_E1,1,E,-1,0.5,0.1,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_F,0,F,-1,0.6,0.0,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_F1,1,F,-1,0.6,0.1,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_G,0,G,-1,0.7,0.0,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_G1,1,G,-1,0.7,0.1,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_H,0,H,-1,0.7999999999999999,0.0,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_H1,1,H,-1,0.7999999999999999,0.1,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_I,0,I,-1,0.8999999999999999,0.0,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_I1,1,I,-1,0.8999999999999999,0.1,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_J,0,J,-1,0.9999999999999999,0.0,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_J1,1,J,-1,0.9999999999999999,0.1,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_K,0,K,-1,1.0999999999999999,0.0,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_K1,1,K,-1,1.0999999999999999,0.1,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_L,0,L,-1,1.2,0.0,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_L1,1,L,-1,1.2,0.1,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_M,0,M,-1,1.3,0.0,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_M1,1,M,-1,1.3,0.1,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_N,0,N,-1,1.4000000000000001,0.0,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_N1,1,N,-1,1.4000000000000001,0.1,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_O,0,O,-1,1.5000000000000002,0.0,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_O1,1,O,-1,1.5000000000000002,0.1,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_P,0,P,-1,1.6000000000000003,0.0,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_P1,1,P,-1,1.6000000000000003,0.1,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_Q,0,Q,-1,1.7000000000000004,0.0,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_Q1,1,Q,-1,1.7000000000000004,0.1,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_R,0,R,-1,1.8000000000000005,0.0,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_R1,1,R,-1,1.8000000000000005,0.1,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_S,0,S,-1,1.9000000000000006,0.0,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_S1,1,S,-1,1.9000000000000006,0.1,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_T,0,T,-1,2.0000000000000004,0.0,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_T1,1,T,-1,2.0000000000000004,0.1,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_U,0,U,-1,2.1000000000000005,0.0,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_U1,1,U,-1,2.1000000000000005,0.1,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_W,0,W,-1,2.2000000000000006,0.0,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_W1,1,W,-1,2.2000000000000006,0.1,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_X,0,X,-1,2.3000000000000007,0.0,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_X1,1,X,-1,2.3000000000000007,0.1,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_Y,0,Y,-1,2.400000000000001,0.0,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_Y1,1,Y,-1,2.400000000000001,0.1,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_Z,0,Z,-1,2.500000000000001,0.0,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_Z1,1,Z,-1,2.500000000000001,0.1,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_AA,0,AA,-1,2.600000000000001,0.0,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_AA1,1,AA,-1,2.600000000000001,0.1,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_BA,0,BA,-1,2.700000000000001,0.0,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_BA1,1,BA,-1,2.700000000000001,0.1,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_CA,0,CA,-1,2.800000000000001,0.0,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_CA1,1,CA,-1,2.800000000000001,0.1,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_DA,0,DA,-1,2.9000000000000012,0.0,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_DA1,1,DA,-1,2.9000000000000012,0.1,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_EA,0,EA,-1,3.0000000000000013,0.0,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_EA1,1,EA,-1,3.0000000000000013,0.1,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_FA,0,FA,-1,3.1000000000000014,0.0,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_FA1,1,FA,-1,3.1000000000000014,0.1,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_GA,0,GA,-1,3.2000000000000015,0.0,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_GA1,1,GA,-1,3.2000000000000015,0.1,0.0,0,0,0,1,1,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
