node_code;node_type;wlan_code;x(m);y(m);z(m);central_freq (GHz);channel_bonding_model;primary_channel;min_channel_allowed;max_channel_allowed;tx_power(dBm);cca(dBm);traffic_model;traffic_load[pkt/s];pkt_size[bit];num_pkt_agg;capture_eff_mode;capture_eff_thr;constant_PER;PIFS_activated;CW_adaptation;CW;CW_stage
AP_A;0;A;20;20;0;5.25;4;5;0;7;15.0;-82.0;1;8333.0;12000;64;0;10;0.0;1;1;16;5
STA_A1;1;A;17.6126;17.9215;0;5.25;4;5;0;7;15.0;-82.0;1;8333.0;12000;64;0;10;0.0;1;1;16;5
AP_B;0;B;19.8551;34.9088;0;5.25;4;7;4;7;15.0;-82.0;1;8081.200198911784;12000;64;0;10;0.0;1;1;16;5
STA_B1;1;B;16.416;36.6978;0;5.25;4;7;4;7;15.0;-82.0;1;8081.200198911784;12000;64;0;10;0.0;1;1;16;5
AP_C;0;C;5.2189;35.165;0;5.25;0;0;0;1;15.0;-82.0;1;10811.358748518433;12000;64;0;10;0.0;1;1;16;5
STA_C1;1;C;5.3108;38.1811;0;5.25;0;0;0;1;15.0;-82.0;1;10811.358748518433;12000;64;0;10;0.0;1;1;16;5
AP_D;0;D;30.0683;17.9947;0;5.25;0;0;0;0;15.0;-82.0;1;12898.85146189157;12000;64;0;10;0.0;1;1;16;5
STA_D1;1;D;32.058;17.3257;0;5.25;0;0;0;0;15.0;-82.0;1;12898.85146189157;12000;64;0;10;0.0;1;1;16;5
AP_E;0;E;39.2613;27.4948;0;5.25;4;6;6;6;15.0;-82.0;1;6995.434520089451;12000;64;0;10;0.0;1;1;16;5
STA_E1;1;E;42.1614;23.9945;0;5.25;4;6;6;6;15.0;-82.0;1;6995.434520089451;12000;64;0;10;0.0;1;1;16;5
AP_F;0;F;2.2905;12.0937;0;5.25;0;7;6;7;15.0;-82.0;1;11233.483895614358;12000;64;0;10;0.0;1;1;16;5
STA_F1;1;F;5.3315;12.6976;0;5.25;0;7;6;7;15.0;-82.0;1;11233.483895614358;12000;64;0;10;0.0;1;1;16;5
AP_G;0;G;6.2499;21.9009;0;5.25;0;3;2;3;15.0;-82.0;1;9624.7666286523;12000;64;0;10;0.0;1;1;16;5
STA_G1;1;G;2.477;24.9119;0;5.25;0;3;2;3;15.0;-82.0;1;9624.7666286523;12000;64;0;10;0.0;1;1;16;5
AP_H;0;H;29.4595;3.2368;0;5.25;4;6;6;6;15.0;-82.0;1;15727.914095926126;12000;64;0;10;0.0;1;1;16;5
STA_H1;1;H;28.8686;8.1145;0;5.25;4;6;6;6;15.0;-82.0;1;15727.914095926126;12000;64;0;10;0.0;1;1;16;5
AP_I;0;I;17.3495;3.525;0;5.25;0;3;0;3;15.0;-82.0;1;5198.076978732331;12000;64;0;10;0.0;1;1;16;5
STA_I1;1;I;14.8544;5.7877;0;5.25;0;3;0;3;15.0;-82.0;1;5198.076978732331;12000;64;0;10;0.0;1;1;16;5
AP_J;0;J;38.5794;7.5774;0;5.25;4;3;0;7;15.0;-82.0;1;15206.260222677225;12000;64;0;10;0.0;1;1;16;5
STA_J1;1;J;39.3724;11.3389;0;5.25;4;3;0;7;15.0;-82.0;1;15206.260222677225;12000;64;0;10;0.0;1;1;16;5
