node_code;node_type;wlan_code;x(m);y(m);z(m);central_freq (GHz);channel_bonding_model;primary_channel;min_channel_allowed;max_channel_allowed;tx_power(dBm);cca(dBm);traffic_model;traffic_load[pkt/s];pkt_size[bit];num_pkt_agg;capture_eff_mode;capture_eff_thr;constant_PER;PIFS_activated;CW_adaptation;CW;CW_stage
AP_A;0;A;20;20;0;5.25;4;0;0;7;15.0;-82.0;1;8333.0;12000;64;0;10;0.0;1;1;16;5
STA_A1;1;A;15.5322;20.1948;0;5.25;4;0;0;7;15.0;-82.0;1;8333.0;12000;64;0;10;0.0;1;1;16;5
AP_B;0;B;31.2236;16.1472;0;5.25;0;7;4;7;15.0;-82.0;1;13963.725192804663;12000;64;0;10;0.0;1;1;16;5
STA_B1;1;B;28.0564;16.7056;0;5.25;0;7;4;7;15.0;-82.0;1;13963.725192804663;12000;64;0;10;0.0;1;1;16;5
AP_C;0;C;25.6842;2.5891;0;5.25;4;0;0;3;15.0;-82.0;1;9204.111395361433;12000;64;0;10;0.0;1;1;16;5
STA_C1;1;C;22.5156;-0.1785;0;5.25;4;0;0;3;15.0;-82.0;1;9204.111395361433;12000;64;0;10;0.0;1;1;16;5
AP_D;0;D;17.5834;34.8518;0;5.25;4;7;4;7;15.0;-82.0;1;7423.966574261219;12000;64;0;10;0.0;1;1;16;5
STA_D1;1;D;16.2478;35.8183;0;5.25;4;7;4;7;15.0;-82.0;1;7423.966574261219;12000;64;0;10;0.0;1;1;16;5
AP_E;0;E;39.9747;22.4414;0;5.25;4;2;2;2;15.0;-82.0;1;5344.7946614575085;12000;64;0;10;0.0;1;1;16;5
STA_E1;1;E;36.4073;24.4963;0;5.25;4;2;2;2;15.0;-82.0;1;5344.7946614575085;12000;64;0;10;0.0;1;1;16;5
AP_F;0;F;0.499;34.2229;0;5.25;4;1;0;7;15.0;-82.0;1;7490.240874448873;12000;64;0;10;0.0;1;1;16;5
STA_F1;1;F;-2.3096;31.2749;0;5.25;4;1;0;7;15.0;-82.0;1;7490.240874448873;12000;64;0;10;0.0;1;1;16;5
AP_G;0;G;4.9614;23.9393;0;5.25;0;0;0;7;15.0;-82.0;1;10424.337968545013;12000;64;0;10;0.0;1;1;16;5
STA_G1;1;G;9.4874;22.4131;0;5.25;0;0;0;7;15.0;-82.0;1;10424.337968545013;12000;64;0;10;0.0;1;1;16;5
AP_H;0;H;1.8331;7.6034;0;5.25;0;1;0;3;15.0;-82.0;1;7021.214075881366;12000;64;0;10;0.0;1;1;16;5
STA_H1;1;H;1.6732;4.9588;0;5.25;0;1;0;3;15.0;-82.0;1;7021.214075881366;12000;64;0;10;0.0;1;1;16;5
AP_I;0;I;28.9203;32.5129;0;5.25;0;7;4;7;15.0;-82.0;1;14814.984311313614;12000;64;0;10;0.0;1;1;16;5
STA_I1;1;I;27.5867;29.9849;0;5.25;0;7;4;7;15.0;-82.0;1;14814.984311313614;12000;64;0;10;0.0;1;1;16;5
AP_J;0;J;39.7724;35.2301;0;5.25;4;1;0;1;15.0;-82.0;1;15935.508740349842;12000;64;0;10;0.0;1;1;16;5
STA_J1;1;J;36.2985;38.0897;0;5.25;4;1;0;1;15.0;-82.0;1;15935.508740349842;12000;64;0;10;0.0;1;1;16;5
