node_code;node_type;wlan_code;x(m);y(m);z(m);central_freq (GHz);channel_bonding_model;primary_channel;min_channel_allowed;max_channel_allowed;tx_power(dBm);cca(dBm);traffic_model;traffic_load[pkt/s];pkt_size[bit];num_pkt_agg;capture_eff_mode;capture_eff_thr;constant_PER;PIFS_activated;CW_adaptation;CW;CW_stage
AP_A;0;A;20;20;0;5.25;4;3;0;7;15.0;-82.0;1;4166.5;12000;64;0;10;0.0;1;1;16;5
STA_A1;1;A;18.8876;22.6652;0;5.25;4;3;0;7;15.0;-82.0;1;4166.5;12000;64;0;10;0.0;1;1;16;5
AP_B;0;B;6.0201;33.6072;0;5.25;4;1;0;7;15.0;-82.0;1;4633.173643125994;12000;64;0;10;0.0;1;1;16;5
STA_B1;1;B;8.0408;37.8504;0;5.25;4;1;0;7;15.0;-82.0;1;4633.173643125994;12000;64;0;10;0.0;1;1;16;5
AP_C;0;C;37.7397;25.6637;0;5.25;4;1;0;3;15.0;-82.0;1;16490.142240986923;12000;64;0;10;0.0;1;1;16;5
STA_C1;1;C;39.8789;21.796;0;5.25;4;1;0;3;15.0;-82.0;1;16490.142240986923;12000;64;0;10;0.0;1;1;16;5
AP_D;0;D;29.3303;39.0119;0;5.25;0;5;0;7;15.0;-82.0;1;6860.0161608933395;12000;64;0;10;0.0;1;1;16;5
STA_D1;1;D;28.3739;40.7508;0;5.25;0;5;0;7;15.0;-82.0;1;6860.0161608933395;12000;64;0;10;0.0;1;1;16;5
AP_E;0;E;6.6629;14.4552;0;5.25;4;1;0;1;15.0;-82.0;1;4927.9285444540255;12000;64;0;10;0.0;1;1;16;5
STA_E1;1;E;5.1368;19.0511;0;5.25;4;1;0;1;15.0;-82.0;1;4927.9285444540255;12000;64;0;10;0.0;1;1;16;5
AP_F;0;F;39.8932;11.2952;0;5.25;0;1;1;1;15.0;-82.0;1;9264.975012316889;12000;64;0;10;0.0;1;1;16;5
STA_F1;1;F;44.3935;9.1733;0;5.25;0;1;1;1;15.0;-82.0;1;9264.975012316889;12000;64;0;10;0.0;1;1;16;5
AP_G;0;G;25.4373;3.5741;0;5.25;4;5;4;5;15.0;-82.0;1;9998.805831296722;12000;64;0;10;0.0;1;1;16;5
STA_G1;1;G;30.2013;2.2582;0;5.25;4;5;4;5;15.0;-82.0;1;9998.805831296722;12000;64;0;10;0.0;1;1;16;5
AP_H;0;H;0.5554;22.4552;0;5.25;0;0;0;7;15.0;-82.0;1;9485.153985826877;12000;64;0;10;0.0;1;1;16;5
STA_H1;1;H;3.6869;22.5931;0;5.25;0;0;0;7;15.0;-82.0;1;9485.153985826877;12000;64;0;10;0.0;1;1;16;5
AP_I;0;I;6.2538;1.4116;0;5.25;4;3;3;3;15.0;-82.0;1;12207.511794631653;12000;64;0;10;0.0;1;1;16;5
STA_I1;1;I;3.926;-0.0558;0;5.25;4;3;3;3;15.0;-82.0;1;12207.511794631653;12000;64;0;10;0.0;1;1;16;5
AP_J;0;J;22.1556;31.0416;0;5.25;0;3;3;3;15.0;-82.0;1;10520.562005074531;12000;64;0;10;0.0;1;1;16;5
STA_J1;1;J;22.2256;29.0544;0;5.25;0;3;3;3;15.0;-82.0;1;10520.562005074531;12000;64;0;10;0.0;1;1;16;5
