node_code;node_type;wlan_code;x(m);y(m);z(m);central_freq (GHz);channel_bonding_model;primary_channel;min_channel_allowed;max_channel_allowed;tx_power(dBm);cca(dBm);traffic_model;traffic_load[pkt/s];pkt_size[bit];num_pkt_agg;capture_eff_mode;capture_eff_thr;constant_PER;PIFS_activated;CW_adaptation;CW;CW_stage
AP_A;0;A;20;20;0;5.25;4;5;0;7;15.0;-82.0;1;8333.0;12000;64;0;10;0.0;1;1;16;5
STA_A1;1;A;19.7643;17.7439;0;5.25;4;5;0;7;15.0;-82.0;1;8333.0;12000;64;0;10;0.0;1;1;16;5
AP_B;0;B;10.9203;29.1631;0;5.25;4;7;4;7;15.0;-82.0;1;11195.641749368864;12000;64;0;10;0.0;1;1;16;5
STA_B1;1;B;6.9544;26.6973;0;5.25;4;7;4;7;15.0;-82.0;1;11195.641749368864;12000;64;0;10;0.0;1;1;16;5
AP_C;0;C;17.9182;5.0228;0;5.25;4;5;0;7;15.0;-82.0;1;13864.813025433588;12000;64;0;10;0.0;1;1;16;5
STA_C1;1;C;14.4882;3.7079;0;5.25;4;5;0;7;15.0;-82.0;1;13864.813025433588;12000;64;0;10;0.0;1;1;16;5
AP_D;0;D;7.1349;8.7386;0;5.25;4;1;0;3;15.0;-82.0;1;5141.711629903436;12000;64;0;10;0.0;1;1;16;5
STA_D1;1;D;3.9037;5.7303;0;5.25;4;1;0;3;15.0;-82.0;1;5141.711629903436;12000;64;0;10;0.0;1;1;16;5
AP_E;0;E;20.4265;37.6994;0;5.25;4;6;6;6;15.0;-82.0;1;15559.620115889182;12000;64;0;10;0.0;1;1;16;5
STA_E1;1;E;23.4371;34.2513;0;5.25;4;6;6;6;15.0;-82.0;1;15559.620115889182;12000;64;0;10;0.0;1;1;16;5
AP_F;0;F;32.8653;9.3819;0;5.25;0;4;0;7;15.0;-82.0;1;14224.74902001791;12000;64;0;10;0.0;1;1;16;5
STA_F1;1;F;31.0092;7.2239;0;5.25;0;4;0;7;15.0;-82.0;1;14224.74902001791;12000;64;0;10;0.0;1;1;16;5
AP_G;0;G;27.1652;0.0866;0;5.25;4;4;4;5;15.0;-82.0;1;10860.86117556556;12000;64;0;10;0.0;1;1;16;5
STA_G1;1;G;22.5146;1.1912;0;5.25;4;4;4;5;15.0;-82.0;1;10860.86117556556;12000;64;0;10;0.0;1;1;16;5
AP_H;0;H;3.0364;36.8304;0;5.25;0;4;4;7;15.0;-82.0;1;7821.158321071396;12000;64;0;10;0.0;1;1;16;5
STA_H1;1;H;2.5999;41.315;0;5.25;0;4;4;7;15.0;-82.0;1;7821.158321071396;12000;64;0;10;0.0;1;1;16;5
AP_I;0;I;29.6905;26.1597;0;5.25;0;3;3;3;15.0;-82.0;1;8100.758544163122;12000;64;0;10;0.0;1;1;16;5
STA_I1;1;I;29.5126;21.958;0;5.25;0;3;3;3;15.0;-82.0;1;8100.758544163122;12000;64;0;10;0.0;1;1;16;5
AP_J;0;J;4.6678;18.5141;0;5.25;0;1;0;1;15.0;-82.0;1;13685.66364115548;12000;64;0;10;0.0;1;1;16;5
STA_J1;1;J;2.3266;18.1012;0;5.25;0;1;0;1;15.0;-82.0;1;13685.66364115548;12000;64;0;10;0.0;1;1;16;5
