node_code;node_type;wlan_code;x(m);y(m);z(m);central_freq (GHz);channel_bonding_model;primary_channel;min_channel_allowed;max_channel_allowed;tx_power(dBm);cca(dBm);traffic_model;traffic_load[pkt/s];pkt_size[bit];num_pkt_agg;capture_eff_mode;capture_eff_thr;constant_PER;PIFS_activated;CW_adaptation;CW;CW_stage
AP_A;0;A;20;20;0;5.25;4;7;0;7;15.0;-82.0;1;16666.0;12000;64;0;10;0.0;1;1;16;5
STA_A1;1;A;16.4379;19.9091;0;5.25;4;7;0;7;15.0;-82.0;1;16666.0;12000;64;0;10;0.0;1;1;16;5
AP_B;0;B;31.4377;8.8809;0;5.25;0;7;0;7;15.0;-82.0;1;7866.410932511924;12000;64;0;10;0.0;1;1;16;5
STA_B1;1;B;35.3969;11.1829;0;5.25;0;7;0;7;15.0;-82.0;1;7866.410932511924;12000;64;0;10;0.0;1;1;16;5
AP_C;0;C;16.1283;2.1261;0;5.25;4;5;5;5;15.0;-82.0;1;14487.437148363635;12000;64;0;10;0.0;1;1;16;5
STA_C1;1;C;20.3194;4.4094;0;5.25;4;5;5;5;15.0;-82.0;1;14487.437148363635;12000;64;0;10;0.0;1;1;16;5
AP_D;0;D;7.9;9.1422;0;5.25;0;2;0;7;15.0;-82.0;1;4596.006285557362;12000;64;0;10;0.0;1;1;16;5
STA_D1;1;D;10.1719;10.1272;0;5.25;0;2;0;7;15.0;-82.0;1;4596.006285557362;12000;64;0;10;0.0;1;1;16;5
AP_E;0;E;0.8132;34.7826;0;5.25;0;0;0;1;15.0;-82.0;1;4254.5350509719;12000;64;0;10;0.0;1;1;16;5
STA_E1;1;E;2.0715;37.8947;0;5.25;0;0;0;1;15.0;-82.0;1;4254.5350509719;12000;64;0;10;0.0;1;1;16;5
AP_F;0;F;13.2927;36.989;0;5.25;0;2;0;3;15.0;-82.0;1;9666.303511858987;12000;64;0;10;0.0;1;1;16;5
STA_F1;1;F;9.6909;34.6938;0;5.25;0;2;0;3;15.0;-82.0;1;9666.303511858987;12000;64;0;10;0.0;1;1;16;5
AP_G;0;G;36.2334;39.4386;0;5.25;4;6;4;7;15.0;-82.0;1;9574.041345177448;12000;64;0;10;0.0;1;1;16;5
STA_G1;1;G;36.8561;40.9867;0;5.25;4;6;4;7;15.0;-82.0;1;9574.041345177448;12000;64;0;10;0.0;1;1;16;5
AP_H;0;H;4.0238;20.0581;0;5.25;0;6;6;7;15.0;-82.0;1;13464.969610989674;12000;64;0;10;0.0;1;1;16;5
STA_H1;1;H;1.0841;17.7848;0;5.25;0;6;6;7;15.0;-82.0;1;13464.969610989674;12000;64;0;10;0.0;1;1;16;5
AP_I;0;I;32.7157;29.2757;0;5.25;0;3;0;7;15.0;-82.0;1;5061.142743432079;12000;64;0;10;0.0;1;1;16;5
STA_I1;1;I;37.4412;28.3914;0;5.25;0;3;0;7;15.0;-82.0;1;5061.142743432079;12000;64;0;10;0.0;1;1;16;5
AP_J;0;J;26.4882;37.1938;0;5.25;0;1;1;1;15.0;-82.0;1;5602.349462817781;12000;64;0;10;0.0;1;1;16;5
STA_J1;1;J;27.7247;41.6726;0;5.25;0;1;1;1;15.0;-82.0;1;5602.349462817781;12000;64;0;10;0.0;1;1;16;5
