node_code;node_type;wlan_code;x(m);y(m);z(m);central_freq (GHz);channel_bonding_model;primary_channel;min_channel_allowed;max_channel_allowed;tx_power(dBm);cca(dBm);traffic_model;traffic_load[pkt/s];pkt_size[bit];num_pkt_agg;capture_eff_mode;capture_eff_thr;constant_PER;PIFS_activated;CW_adaptation;CW;CW_stage
AP_A;0;A;20;20;0;5.25;4;4;0;7;15.0;-82.0;1;8333.0;12000;64;0;10;0.0;1;1;16;5
STA_A1;1;A;15.7319;21.132;0;5.25;4;4;0;7;15.0;-82.0;1;8333.0;12000;64;0;10;0.0;1;1;16;5
AP_B;0;B;21.2976;4.6117;0;5.25;4;6;6;7;15.0;-82.0;1;15307.821370728365;12000;64;0;10;0.0;1;1;16;5
STA_B1;1;B;19.145;2.4183;0;5.25;4;6;6;7;15.0;-82.0;1;15307.821370728365;12000;64;0;10;0.0;1;1;16;5
AP_C;0;C;11.0011;33.8835;0;5.25;0;1;0;1;15.0;-82.0;1;10294.061436357515;12000;64;0;10;0.0;1;1;16;5
STA_C1;1;C;12.8668;33.5738;0;5.25;0;1;0;1;15.0;-82.0;1;10294.061436357515;12000;64;0;10;0.0;1;1;16;5
AP_D;0;D;39.9349;30.1768;0;5.25;0;6;0;7;15.0;-82.0;1;13720.69526661737;12000;64;0;10;0.0;1;1;16;5
STA_D1;1;D;43.8242;31.2832;0;5.25;0;6;0;7;15.0;-82.0;1;13720.69526661737;12000;64;0;10;0.0;1;1;16;5
AP_E;0;E;7.4866;21.0521;0;5.25;4;6;6;7;15.0;-82.0;1;15284.57422887809;12000;64;0;10;0.0;1;1;16;5
STA_E1;1;E;9.3721;24.448;0;5.25;4;6;6;7;15.0;-82.0;1;15284.57422887809;12000;64;0;10;0.0;1;1;16;5
AP_F;0;F;0.2049;32.8732;0;5.25;0;5;4;7;15.0;-82.0;1;4389.780589662728;12000;64;0;10;0.0;1;1;16;5
STA_F1;1;F;0.8514;37.5945;0;5.25;0;5;4;7;15.0;-82.0;1;4389.780589662728;12000;64;0;10;0.0;1;1;16;5
AP_G;0;G;30.8957;14.911;0;5.25;4;6;6;7;15.0;-82.0;1;11543.095912451081;12000;64;0;10;0.0;1;1;16;5
STA_G1;1;G;30.2364;13.0002;0;5.25;4;6;6;7;15.0;-82.0;1;11543.095912451081;12000;64;0;10;0.0;1;1;16;5
AP_H;0;H;29.5851;37.1325;0;5.25;0;6;6;7;15.0;-82.0;1;6164.424991097028;12000;64;0;10;0.0;1;1;16;5
STA_H1;1;H;30.7629;32.9132;0;5.25;0;6;6;7;15.0;-82.0;1;6164.424991097028;12000;64;0;10;0.0;1;1;16;5
AP_I;0;I;33.7103;1.1372;0;5.25;0;5;4;7;15.0;-82.0;1;12075.41466592025;12000;64;0;10;0.0;1;1;16;5
STA_I1;1;I;31.8925;-1.4276;0;5.25;0;5;4;7;15.0;-82.0;1;12075.41466592025;12000;64;0;10;0.0;1;1;16;5
AP_J;0;J;4.0614;2.5305;0;5.25;0;7;7;7;15.0;-82.0;1;16361.755810503459;12000;64;0;10;0.0;1;1;16;5
STA_J1;1;J;0.7358;2.2868;0;5.25;0;7;7;7;15.0;-82.0;1;16361.755810503459;12000;64;0;10;0.0;1;1;16;5
