node_code;node_type;wlan_code;x(m);y(m);z(m);central_freq (GHz);channel_bonding_model;primary_channel;min_channel_allowed;max_channel_allowed;tx_power(dBm);cca(dBm);traffic_model;traffic_load[pkt/s];pkt_size[bit];num_pkt_agg;capture_eff_mode;capture_eff_thr;constant_PER;PIFS_activated;CW_adaptation;CW;CW_stage
AP_A;0;A;20;20;0;5.25;4;1;0;7;15.0;-82.0;1;4166.5;12000;64;0;10;0.0;1;1;16;5
STA_A1;1;A;20.408;23.6398;0;5.25;4;1;0;7;15.0;-82.0;1;4166.5;12000;64;0;10;0.0;1;1;16;5
AP_B;0;B;2.7693;20.6002;0;5.25;0;5;4;5;15.0;-82.0;1;4295.321311991974;12000;64;0;10;0.0;1;1;16;5
STA_B1;1;B;2.351;21.7691;0;5.25;0;5;4;5;15.0;-82.0;1;4295.321311991974;12000;64;0;10;0.0;1;1;16;5
AP_C;0;C;14.3068;5.2925;0;5.25;4;1;1;1;15.0;-82.0;1;4468.546864274809;12000;64;0;10;0.0;1;1;16;5
STA_C1;1;C;16.8116;8.5355;0;5.25;4;1;1;1;15.0;-82.0;1;4468.546864274809;12000;64;0;10;0.0;1;1;16;5
AP_D;0;D;1.8167;39.8875;0;5.25;4;0;0;7;15.0;-82.0;1;6799.093216343236;12000;64;0;10;0.0;1;1;16;5
STA_D1;1;D;3.6907;41.9984;0;5.25;4;0;0;7;15.0;-82.0;1;6799.093216343236;12000;64;0;10;0.0;1;1;16;5
AP_E;0;E;31.1743;4.7798;0;5.25;0;3;0;7;15.0;-82.0;1;16295.026779622503;12000;64;0;10;0.0;1;1;16;5
STA_E1;1;E;29.3927;8.3908;0;5.25;0;3;0;7;15.0;-82.0;1;16295.026779622503;12000;64;0;10;0.0;1;1;16;5
AP_F;0;F;0.7514;2.5466;0;5.25;0;6;6;7;15.0;-82.0;1;6876.818915403588;12000;64;0;10;0.0;1;1;16;5
STA_F1;1;F;4.2884;-0.2123;0;5.25;0;6;6;7;15.0;-82.0;1;6876.818915403588;12000;64;0;10;0.0;1;1;16;5
AP_G;0;G;35.3366;14.7176;0;5.25;0;3;2;3;15.0;-82.0;1;5785.859842940956;12000;64;0;10;0.0;1;1;16;5
STA_G1;1;G;33.9717;10.842;0;5.25;0;3;2;3;15.0;-82.0;1;5785.859842940956;12000;64;0;10;0.0;1;1;16;5
AP_H;0;H;17.9997;31.098;0;5.25;4;1;0;3;15.0;-82.0;1;7198.392197230598;12000;64;0;10;0.0;1;1;16;5
STA_H1;1;H;15.7598;28.9778;0;5.25;4;1;0;3;15.0;-82.0;1;7198.392197230598;12000;64;0;10;0.0;1;1;16;5
AP_I;0;I;29.6961;28.845;0;5.25;4;1;0;1;15.0;-82.0;1;7505.741530070879;12000;64;0;10;0.0;1;1;16;5
STA_I1;1;I;27.973;32.0426;0;5.25;4;1;0;1;15.0;-82.0;1;7505.741530070879;12000;64;0;10;0.0;1;1;16;5
AP_J;0;J;30.5669;39.6129;0;5.25;4;0;0;0;15.0;-82.0;1;9841.985834498544;12000;64;0;10;0.0;1;1;16;5
STA_J1;1;J;34.0914;42.8893;0;5.25;4;0;0;0;15.0;-82.0;1;9841.985834498544;12000;64;0;10;0.0;1;1;16;5
