node_code;node_type;wlan_code;x(m);y(m);z(m);central_freq (GHz);channel_bonding_model;primary_channel;min_channel_allowed;max_channel_allowed;tx_power(dBm);cca(dBm);traffic_model;traffic_load[pkt/s];pkt_size[bit];num_pkt_agg;capture_eff_mode;capture_eff_thr;constant_PER;PIFS_activated;CW_adaptation;CW;CW_stage
AP_A;0;A;20;20;0;5.25;4;2;0;7;15.0;-82.0;1;8333.0;12000;64;0;10;0.0;1;1;16;5
STA_A1;1;A;15.3916;21.5704;0;5.25;4;2;0;7;15.0;-82.0;1;8333.0;12000;64;0;10;0.0;1;1;16;5
AP_B;0;B;10.0149;4.4804;0;5.25;4;1;0;3;15.0;-82.0;1;10297.76712869966;12000;64;0;10;0.0;1;1;16;5
STA_B1;1;B;9.7446;2.7608;0;5.25;4;1;0;3;15.0;-82.0;1;10297.76712869966;12000;64;0;10;0.0;1;1;16;5
AP_C;0;C;39.3971;21.7204;0;5.25;4;7;7;7;15.0;-82.0;1;8403.63180537855;12000;64;0;10;0.0;1;1;16;5
STA_C1;1;C;39.9233;17.8135;0;5.25;4;7;7;7;15.0;-82.0;1;8403.63180537855;12000;64;0;10;0.0;1;1;16;5
AP_D;0;D;19.3608;32.5237;0;5.25;0;0;0;1;15.0;-82.0;1;5737.216696926872;12000;64;0;10;0.0;1;1;16;5
STA_D1;1;D;24.2637;32.9396;0;5.25;0;0;0;1;15.0;-82.0;1;5737.216696926872;12000;64;0;10;0.0;1;1;16;5
AP_E;0;E;22.7809;0.0739;0;5.25;0;3;2;3;15.0;-82.0;1;13831.710275256994;12000;64;0;10;0.0;1;1;16;5
STA_E1;1;E;24.4166;0.5984;0;5.25;0;3;2;3;15.0;-82.0;1;13831.710275256994;12000;64;0;10;0.0;1;1;16;5
AP_F;0;F;39.6365;39.5299;0;5.25;4;6;4;7;15.0;-82.0;1;8322.214078310964;12000;64;0;10;0.0;1;1;16;5
STA_F1;1;F;38.5972;43.3875;0;5.25;4;6;4;7;15.0;-82.0;1;8322.214078310964;12000;64;0;10;0.0;1;1;16;5
AP_G;0;G;1.7059;23.5959;0;5.25;0;6;6;6;15.0;-82.0;1;16298.323898256966;12000;64;0;10;0.0;1;1;16;5
STA_G1;1;G;-0.9173;25.5399;0;5.25;0;6;6;6;15.0;-82.0;1;16298.323898256966;12000;64;0;10;0.0;1;1;16;5
AP_H;0;H;29.6688;12.1078;0;5.25;0;2;2;2;15.0;-82.0;1;8600.07442077078;12000;64;0;10;0.0;1;1;16;5
STA_H1;1;H;30.6762;13.953;0;5.25;0;2;2;2;15.0;-82.0;1;8600.07442077078;12000;64;0;10;0.0;1;1;16;5
AP_I;0;I;7.6147;15.2604;0;5.25;4;4;0;7;15.0;-82.0;1;15944.007249668572;12000;64;0;10;0.0;1;1;16;5
STA_I1;1;I;6.3294;16.8987;0;5.25;4;4;0;7;15.0;-82.0;1;15944.007249668572;12000;64;0;10;0.0;1;1;16;5
AP_J;0;J;34.9131;0.0939;0;5.25;0;6;6;7;15.0;-82.0;1;8446.716161611035;12000;64;0;10;0.0;1;1;16;5
STA_J1;1;J;30.0963;0.6844;0;5.25;0;6;6;7;15.0;-82.0;1;8446.716161611035;12000;64;0;10;0.0;1;1;16;5
