node_code;node_type;wlan_code;x(m);y(m);z(m);central_freq (GHz);channel_bonding_model;primary_channel;min_channel_allowed;max_channel_allowed;tx_power(dBm);cca(dBm);traffic_model;traffic_load[pkt/s];pkt_size[bit];num_pkt_agg;capture_eff_mode;capture_eff_thr;constant_PER;PIFS_activated;CW_adaptation;CW;CW_stage
AP_A;0;A;20;20;0;5.25;4;6;0;7;15.0;-82.0;1;8333.0;12000;64;0;10;0.0;1;1;16;5
STA_A1;1;A;19.5087;17.4268;0;5.25;4;6;0;7;15.0;-82.0;1;8333.0;12000;64;0;10;0.0;1;1;16;5
AP_B;0;B;32.6606;26.7356;0;5.25;0;5;5;5;15.0;-82.0;1;5134.539979423684;12000;64;0;10;0.0;1;1;16;5
STA_B1;1;B;36.9674;26.6435;0;5.25;0;5;5;5;15.0;-82.0;1;5134.539979423684;12000;64;0;10;0.0;1;1;16;5
AP_C;0;C;1.1882;2.6549;0;5.25;4;1;0;7;15.0;-82.0;1;13801.497129496644;12000;64;0;10;0.0;1;1;16;5
STA_C1;1;C;1.8771;-0.3588;0;5.25;4;1;0;7;15.0;-82.0;1;13801.497129496644;12000;64;0;10;0.0;1;1;16;5
AP_D;0;D;17.1336;36.1115;0;5.25;4;2;0;7;15.0;-82.0;1;14463.629394397189;12000;64;0;10;0.0;1;1;16;5
STA_D1;1;D;15.7073;39.7631;0;5.25;4;2;0;7;15.0;-82.0;1;14463.629394397189;12000;64;0;10;0.0;1;1;16;5
AP_E;0;E;9.4614;16.2499;0;5.25;4;1;1;1;15.0;-82.0;1;8230.09259436917;12000;64;0;10;0.0;1;1;16;5
STA_E1;1;E;7.3024;11.915;0;5.25;4;1;1;1;15.0;-82.0;1;8230.09259436917;12000;64;0;10;0.0;1;1;16;5
AP_F;0;F;7.2843;33.9126;0;5.25;0;1;1;1;15.0;-82.0;1;6546.412607321239;12000;64;0;10;0.0;1;1;16;5
STA_F1;1;F;7.7283;30.3495;0;5.25;0;1;1;1;15.0;-82.0;1;6546.412607321239;12000;64;0;10;0.0;1;1;16;5
AP_G;0;G;23.3303;4.3743;0;5.25;0;4;4;7;15.0;-82.0;1;10784.57126367398;12000;64;0;10;0.0;1;1;16;5
STA_G1;1;G;20.2173;3.5456;0;5.25;0;4;4;7;15.0;-82.0;1;10784.57126367398;12000;64;0;10;0.0;1;1;16;5
AP_H;0;H;2.2326;23.7715;0;5.25;4;6;6;6;15.0;-82.0;1;8437.69174791258;12000;64;0;10;0.0;1;1;16;5
STA_H1;1;H;-0.3035;24.1107;0;5.25;4;6;6;6;15.0;-82.0;1;8437.69174791258;12000;64;0;10;0.0;1;1;16;5
AP_I;0;I;35.8871;10.2519;0;5.25;0;0;0;3;15.0;-82.0;1;9319.466835862178;12000;64;0;10;0.0;1;1;16;5
STA_I1;1;I;32.1583;8.9965;0;5.25;0;0;0;3;15.0;-82.0;1;9319.466835862178;12000;64;0;10;0.0;1;1;16;5
AP_J;0;J;33.6908;37.214;0;5.25;4;5;5;5;15.0;-82.0;1;16071.180545256886;12000;64;0;10;0.0;1;1;16;5
STA_J1;1;J;36.822;33.3848;0;5.25;4;5;5;5;15.0;-82.0;1;16071.180545256886;12000;64;0;10;0.0;1;1;16;5
