node_code;node_type;wlan_code;x(m);y(m);z(m);central_freq (GHz);channel_bonding_model;primary_channel;min_channel_allowed;max_channel_allowed;tx_power(dBm);cca(dBm);traffic_model;traffic_load[pkt/s];pkt_size[bit];num_pkt_agg;capture_eff_mode;capture_eff_thr;constant_PER;PIFS_activated;CW_adaptation;CW;CW_stage
AP_A;0;A;20;20;0;5.25;4;2;0;7;15.0;-82.0;1;8333.0;12000;64;0;10;0.0;1;1;16;5
STA_A1;1;A;16.332;21.236;0;5.25;4;2;0;7;15.0;-82.0;1;8333.0;12000;64;0;10;0.0;1;1;16;5
AP_B;0;B;10.8519;12.4271;0;5.25;4;5;4;7;15.0;-82.0;1;16095.745777990107;12000;64;0;10;0.0;1;1;16;5
STA_B1;1;B;6.962;14.669;0;5.25;4;5;4;7;15.0;-82.0;1;16095.745777990107;12000;64;0;10;0.0;1;1;16;5
AP_C;0;C;33.8219;33.7378;0;5.25;0;5;0;7;15.0;-82.0;1;6219.782476286344;12000;64;0;10;0.0;1;1;16;5
STA_C1;1;C;37.6982;32.6465;0;5.25;0;5;0;7;15.0;-82.0;1;6219.782476286344;12000;64;0;10;0.0;1;1;16;5
AP_D;0;D;20.9565;4.4455;0;5.25;4;0;0;1;15.0;-82.0;1;16018.843094158321;12000;64;0;10;0.0;1;1;16;5
STA_D1;1;D;23.9541;2.8123;0;5.25;4;0;0;1;15.0;-82.0;1;16018.843094158321;12000;64;0;10;0.0;1;1;16;5
AP_E;0;E;17.0922;35.1781;0;5.25;4;4;4;7;15.0;-82.0;1;9406.076233035388;12000;64;0;10;0.0;1;1;16;5
STA_E1;1;E;16.7411;34.0202;0;5.25;4;4;4;7;15.0;-82.0;1;9406.076233035388;12000;64;0;10;0.0;1;1;16;5
AP_F;0;F;4.1127;28.6353;0;5.25;4;6;6;6;15.0;-82.0;1;15488.209630231428;12000;64;0;10;0.0;1;1;16;5
STA_F1;1;F;0.5948;28.1697;0;5.25;4;6;6;6;15.0;-82.0;1;15488.209630231428;12000;64;0;10;0.0;1;1;16;5
AP_G;0;G;30.1216;10.8202;0;5.25;0;0;0;7;15.0;-82.0;1;7794.662954945663;12000;64;0;10;0.0;1;1;16;5
STA_G1;1;G;30.9883;9.7505;0;5.25;0;0;0;7;15.0;-82.0;1;7794.662954945663;12000;64;0;10;0.0;1;1;16;5
AP_H;0;H;0.3918;7.5296;0;5.25;4;3;3;3;15.0;-82.0;1;5242.979748894857;12000;64;0;10;0.0;1;1;16;5
STA_H1;1;H;-3.1256;8.2206;0;5.25;4;3;3;3;15.0;-82.0;1;5242.979748894857;12000;64;0;10;0.0;1;1;16;5
AP_I;0;I;39.9135;24.5647;0;5.25;4;0;0;3;15.0;-82.0;1;8732.883661938722;12000;64;0;10;0.0;1;1;16;5
STA_I1;1;I;42.5307;26.4287;0;5.25;4;0;0;3;15.0;-82.0;1;8732.883661938722;12000;64;0;10;0.0;1;1;16;5
AP_J;0;J;5.7437;39.479;0;5.25;4;5;5;5;15.0;-82.0;1;9422.96977851326;12000;64;0;10;0.0;1;1;16;5
STA_J1;1;J;2.4083;36.809;0;5.25;4;5;5;5;15.0;-82.0;1;9422.96977851326;12000;64;0;10;0.0;1;1;16;5
