node_code;node_type;wlan_code;x(m);y(m);z(m);central_freq (GHz);channel_bonding_model;primary_channel;min_channel_allowed;max_channel_allowed;tx_power(dBm);cca(dBm);traffic_model;traffic_load[pkt/s];pkt_size[bit];num_pkt_agg;capture_eff_mode;capture_eff_thr;constant_PER;PIFS_activated;CW_adaptation;CW;CW_stage
AP_A;0;A;20;20;0;5.25;4;3;0;7;15.0;-82.0;1;16666.0;12000;64;0;10;0.0;1;1;16;5
STA_A1;1;A;15.3822;20.8359;0;5.25;4;3;0;7;15.0;-82.0;1;16666.0;12000;64;0;10;0.0;1;1;16;5
AP_B;0;B;12.5047;38.6316;0;5.25;0;3;0;7;15.0;-82.0;1;11102.786145028484;12000;64;0;10;0.0;1;1;16;5
STA_B1;1;B;12.1975;34.5604;0;5.25;0;3;0;7;15.0;-82.0;1;11102.786145028484;12000;64;0;10;0.0;1;1;16;5
AP_C;0;C;33.209;27.9006;0;5.25;4;6;0;7;15.0;-82.0;1;6042.449997363125;12000;64;0;10;0.0;1;1;16;5
STA_C1;1;C;34.9891;26.1993;0;5.25;4;6;0;7;15.0;-82.0;1;6042.449997363125;12000;64;0;10;0.0;1;1;16;5
AP_D;0;D;10.2929;23.7317;0;5.25;0;7;7;7;15.0;-82.0;1;5164.657717928719;12000;64;0;10;0.0;1;1;16;5
STA_D1;1;D;13.7077;20.3121;0;5.25;0;7;7;7;15.0;-82.0;1;5164.657717928719;12000;64;0;10;0.0;1;1;16;5
AP_E;0;E;1.4923;13.8828;0;5.25;0;2;0;3;15.0;-82.0;1;12760.794583127159;12000;64;0;10;0.0;1;1;16;5
STA_E1;1;E;3.3041;15.3462;0;5.25;0;2;0;3;15.0;-82.0;1;12760.794583127159;12000;64;0;10;0.0;1;1;16;5
AP_F;0;F;39.8292;2.2728;0;5.25;0;5;4;7;15.0;-82.0;1;9381.098294726653;12000;64;0;10;0.0;1;1;16;5
STA_F1;1;F;41.8482;1.3378;0;5.25;0;5;4;7;15.0;-82.0;1;9381.098294726653;12000;64;0;10;0.0;1;1;16;5
AP_G;0;G;28.0634;37.7021;0;5.25;0;0;0;7;15.0;-82.0;1;9370.944157300848;12000;64;0;10;0.0;1;1;16;5
STA_G1;1;G;24.5359;37.5877;0;5.25;0;0;0;7;15.0;-82.0;1;9370.944157300848;12000;64;0;10;0.0;1;1;16;5
AP_H;0;H;25.7433;3.42;0;5.25;0;6;6;7;15.0;-82.0;1;15469.112690560876;12000;64;0;10;0.0;1;1;16;5
STA_H1;1;H;23.0343;4.1756;0;5.25;0;6;6;7;15.0;-82.0;1;15469.112690560876;12000;64;0;10;0.0;1;1;16;5
AP_I;0;I;12.1986;12.5525;0;5.25;4;3;3;3;15.0;-82.0;1;4654.652665265887;12000;64;0;10;0.0;1;1;16;5
STA_I1;1;I;9.726;13.8348;0;5.25;4;3;3;3;15.0;-82.0;1;4654.652665265887;12000;64;0;10;0.0;1;1;16;5
AP_J;0;J;6.8694;0.8595;0;5.25;0;4;4;4;15.0;-82.0;1;5880.168932984666;12000;64;0;10;0.0;1;1;16;5
STA_J1;1;J;3.3647;-1.0332;0;5.25;0;4;4;4;15.0;-82.0;1;5880.168932984666;12000;64;0;10;0.0;1;1;16;5
