node_code;node_type;wlan_code;x(m);y(m);z(m);central_freq (GHz);channel_bonding_model;primary_channel;min_channel_allowed;max_channel_allowed;tx_power(dBm);cca(dBm);traffic_model;traffic_load[pkt/s];pkt_size[bit];num_pkt_agg;capture_eff_mode;capture_eff_thr;constant_PER;PIFS_activated;CW_adaptation;CW;CW_stage
AP_A;0;A;20;20;0;5.25;4;6;0;7;15.0;-82.0;1;16666.0;12000;64;0;10;0.0;1;1;16;5
STA_A1;1;A;19.2597;16.4795;0;5.25;4;6;0;7;15.0;-82.0;1;16666.0;12000;64;0;10;0.0;1;1;16;5
AP_B;0;B;35.4437;16.085;0;5.25;0;4;4;5;15.0;-82.0;1;11357.168472470521;12000;64;0;10;0.0;1;1;16;5
STA_B1;1;B;38.8634;13.9173;0;5.25;0;4;4;5;15.0;-82.0;1;11357.168472470521;12000;64;0;10;0.0;1;1;16;5
AP_C;0;C;2.2337;2.5506;0;5.25;4;6;6;6;15.0;-82.0;1;4961.903536457473;12000;64;0;10;0.0;1;1;16;5
STA_C1;1;C;0.3598;-0.5214;0;5.25;4;6;6;6;15.0;-82.0;1;4961.903536457473;12000;64;0;10;0.0;1;1;16;5
AP_D;0;D;32.7415;34.5814;0;5.25;4;6;0;7;15.0;-82.0;1;8161.0415529334805;12000;64;0;10;0.0;1;1;16;5
STA_D1;1;D;31.6363;38.9094;0;5.25;4;6;0;7;15.0;-82.0;1;8161.0415529334805;12000;64;0;10;0.0;1;1;16;5
AP_E;0;E;7.9253;15.6453;0;5.25;0;7;4;7;15.0;-82.0;1;8763.540535109498;12000;64;0;10;0.0;1;1;16;5
STA_E1;1;E;10.6307;16.5521;0;5.25;0;7;4;7;15.0;-82.0;1;8763.540535109498;12000;64;0;10;0.0;1;1;16;5
AP_F;0;F;12.015;27.9012;0;5.25;4;1;1;1;15.0;-82.0;1;12693.211421453252;12000;64;0;10;0.0;1;1;16;5
STA_F1;1;F;16.7119;28.3873;0;5.25;4;1;1;1;15.0;-82.0;1;12693.211421453252;12000;64;0;10;0.0;1;1;16;5
AP_G;0;G;16.3933;1.9214;0;5.25;4;5;4;5;15.0;-82.0;1;5516.044405827705;12000;64;0;10;0.0;1;1;16;5
STA_G1;1;G;16.2329;-0.2538;0;5.25;4;5;4;5;15.0;-82.0;1;5516.044405827705;12000;64;0;10;0.0;1;1;16;5
AP_H;0;H;5.4402;35.8749;0;5.25;0;0;0;3;15.0;-82.0;1;6718.44448541402;12000;64;0;10;0.0;1;1;16;5
STA_H1;1;H;3.5656;32.7619;0;5.25;0;0;0;3;15.0;-82.0;1;6718.44448541402;12000;64;0;10;0.0;1;1;16;5
AP_I;0;I;32.2002;4.4209;0;5.25;4;1;0;1;15.0;-82.0;1;5152.303589352064;12000;64;0;10;0.0;1;1;16;5
STA_I1;1;I;28.6796;3.3142;0;5.25;4;1;0;1;15.0;-82.0;1;5152.303589352064;12000;64;0;10;0.0;1;1;16;5
AP_J;0;J;17.082;37.4772;0;5.25;4;2;0;7;15.0;-82.0;1;11958.062476907588;12000;64;0;10;0.0;1;1;16;5
STA_J1;1;J;19.9559;40.1334;0;5.25;4;2;0;7;15.0;-82.0;1;11958.062476907588;12000;64;0;10;0.0;1;1;16;5
